"","Summons.Number","Plate.ID","Registration.State","Plate.Type","Issue.Date","Violation.Code","Vehicle.Body.Type","Vehicle.Make","Issuing.Agency","Street.Code1","Street.Code2","Street.Code3","Vehicle.Expiration.Date","Violation.Location","Violation.Precinct","Issuer.Precinct","Issuer.Code","Issuer.Command","Issuer.Squad","Violation.Time","Time.First.Observed","Violation.County","Violation.In.Front.Of.Or.Opposite","House.Number","Street.Name","Intersecting.Street","Date.First.Observed","Law.Section","Sub.Division","Violation.Legal.Code","Days.Parking.In.Effect","From.Hours.In.Effect","To.Hours.In.Effect","Vehicle.Color","Unregistered.Vehicle.","Vehicle.Year","Meter.Number","Feet.From.Curb","Violation.Post.Code","Violation.Description","No.Standing.or.Stopping.Violation","Hydrant.Violation","Double.Parking.Violation","Latitude","Longitude","Community.Board","Community.Council","Census.Tract","BIN","BBL","NTA"
"3050330",8019011493,"GFM7020","NY","PAS","02/14/2015",51,"SUBN","BMW","T",74570,8820,47020,"01/01/20150627 12:00:00 PM",46,46,46,353126,"T201","M","0545A","","BX","F","137","W 179th St","","01/05/0001 12:00:00 PM",408,"e3","","","","","WH",NA,2006,"",0,"F 21","51-Sidewalk","","","",NA,NA,NA,NA,NA,NA,NA,NA
"7434203",5083318258,"R14401","NY","PSD","10/15/2014",7,"UTIL","FRUEH","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","0814A","","","","","SEAGIRT BLVD (W/B) @","BEACH 9TH ST","01/05/0001 12:00:00 PM",1111,"D","T","","","","WH",NA,2010,"",0,"","FAILURE TO STOP AT RED LIGHT","","","",NA,NA,NA,NA,NA,NA,NA,NA
"7377365",1377803788,"30891JX","NY","COM","12/09/2014",17,"VAN","INTER","X",13460,14010,14010,"01/05/0001 12:00:00 PM",5,5,5,899650,"0005","0000","0100P","","NY","F","62","BOWERY","","01/05/0001 12:00:00 PM",408,"C3","","BBBBBBB","ALL","ALL","BR",0,1997,"-",0,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA
"11614667",7065870443,"GJZ4840","NY","PAS","08/26/2014",21,"4DSD","VOLKS","T",6630,5680,5780,"01/01/20160116 12:00:00 PM",72,72,72,349535,"T302","Q","1231P","","K","F","334","15th St","","01/05/0001 12:00:00 PM",408,"d1","","Y","1130A","0100P","BK",NA,2003,"",0,"C1 3","21-No Parking (street clean)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"2946405",7391193112,"60381ME","NY","COM","03/18/2015",20,"UTIL","SMART","T",24390,24080,13430,"01/01/20161231 12:00:00 PM",9,9,9,353164,"T101","E","0241P","0206P","NY","F","350","Lafayette St","","01/05/0001 12:00:00 PM",408,"d","","YYYYY","0800A","0600P","GY",NA,2015,"",0,"70 1","20-No Parking (Com Plate)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"4904382",7991055188,"EUL9072","NY","PAS","04/11/2015",71,"4DSD","PONTI","T",26990,12810,14010,"01/01/20150902 12:00:00 PM",1,1,1,361315,"T105","E","0628P","","NY","F","89","Mulberry St","","01/05/0001 12:00:00 PM",408,"j6","","YYYYYYY","","","BL",NA,2009,"",0,"028","71A-Insp Sticker Expired (NYS)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"6989239",4601266130,"GHW1011","NY","PAS","07/17/2014",36,"SUBN","HONDA","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","0955A","","","","","NB KINGS HWY E 92 ST","- E 96 ST","01/05/0001 12:00:00 PM",1180,"B","T","","","","GY",NA,2013,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION","","","",NA,NA,NA,NA,NA,NA,NA,NA
"7098625",5086755153,"FRY5457","NY","PAS","06/14/2015",7,"4DSD","HYUND","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","0641P","","","","","SO CONDUIT AVE (E/B)","@ 89TH ST","01/05/0001 12:00:00 PM",1111,"D","T","","","","BK",NA,2012,"",0,"","FAILURE TO STOP AT RED LIGHT","","","",NA,NA,NA,NA,NA,NA,NA,NA
"9402117",7575416470,"15545PC","NY","IRP","09/27/2014",21,"TRAC","VOLVO","T",53790,23290,65325,"01/01/20150630 12:00:00 PM",103,103,103,355054,"T402","L","0350A","","Q","O","15035","Liberty Ave","","01/05/0001 12:00:00 PM",408,"d1","","Y Y Y","0300A","0600A","RED",NA,2007,"",0,"M 42","21-No Parking (street clean)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"6115918",7772091394,"M35EHC","NJ","PAS","09/03/2014",40,"4DSD","TOYOT","T",18610,10210,10110,"01/01/88888888 12:00:00 PM",19,19,19,356260,"T103","S","0237P","","NY","F","224","E 81st St","","01/05/0001 12:00:00 PM",408,"e2","","YYYYYYY","","","GREY",NA,0,"",6,"14 7","40-Fire Hydrant","","","",NA,NA,NA,NA,NA,NA,NA,NA
"7752151",4607219540,"GPK6013","NY","PAS","05/15/2015",36,"PICK","FORD","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","1157A","","","","","WB GOETHALS RD N @ J","ULES DR","01/05/0001 12:00:00 PM",1180,"B","T","","","","BK",NA,2014,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION","","","",NA,NA,NA,NA,NA,NA,NA,NA
"8696485",7297547876,"FDV5596","NY","PAS","01/28/2015",20,"SUBN","JEEP","T",10410,19490,19510,"01/01/20160908 12:00:00 PM",28,28,28,354084,"T103","L","0337P","","NY","O","2064","5th Ave","","01/05/0001 12:00:00 PM",408,"d","","YYYYYYY","","","BK",NA,2006,"",0,"CC1","20A-No Parking (Non-COM)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"633102",7166270652,"GKC4792","NY","PAS","10/27/2014",38,"2DSD","HONDA","T",17450,18510,48200,"01/01/20150918 12:00:00 PM",120,120,120,358176,"T303","E","0902A","","R","F","60","Bay St","","01/05/0001 12:00:00 PM",408,"h1","","Y","0800A","0700P","BL",NA,2013,"",0,"01-A","38-Failure to Display Muni Rec","","","",NA,NA,NA,NA,NA,NA,NA,NA
"10904798",8023756308,"GCG2920","NY","PAS","01/21/2015",21,"4DSD","DODGE","T",45730,35580,35630,"01/01/20161022 12:00:00 PM",61,61,61,341913,"T302","M","1224P","","K","O","1711","Gravesend Neck Rd","","01/05/0001 12:00:00 PM",408,"d1","","Y","1130A","0100P","BK",NA,2008,"",0,"N 32","21-No Parking (street clean)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"7173368",5083393580,"FRJ1743","NY","PAS","10/19/2014",7,"SUBN","INFIN","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","0253P","","","","","HORACE HARDING EXPWY","(E/B) @ 173RD ST","01/05/0001 12:00:00 PM",1111,"D","T","","","","WH",NA,1999,"",0,"","FAILURE TO STOP AT RED LIGHT","","","",NA,NA,NA,NA,NA,NA,NA,NA
"1760555",7704189918,"HRC071M","MI","PAS","04/23/2015",21,"4DSD","INFIN","T",35480,40404,40404,"01/01/20150088 12:00:00 PM",70,70,70,357334,"T302","A","1211P","","K","F","1423","Marlborough Rd","","01/05/0001 12:00:00 PM",408,"d1","","Y","1130A","0100P","OTHER",NA,0,"",0,"09 3","21-No Parking (street clean)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"8140213",5086123525,"FTX5623","NY","PAS","05/10/2015",7,"SUBN","HONDA","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","1151A","","","","","CROSS BRONX EXPWY (W","/B) @ ROSEDALE AVE","01/05/0001 12:00:00 PM",1111,"D","T","","","","RD",NA,2006,"",0,"","FAILURE TO STOP AT RED LIGHT","","","",NA,NA,NA,NA,NA,NA,NA,NA
"6571335",1376963449,"AE37178","AZ","PAS","12/19/2014",21,"DELV","GMC","P",34550,10810,10910,"01/05/0001 12:00:00 PM",14,14,14,924530,"0014","0000","0320A","","NY","F","323","W 39TH ST","","01/05/0001 12:00:00 PM",408,"E2","","YBYBYBB","0200A","0600A","WHITE",0,0,"-",0,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA
"1275170",7875180387,"2RL473","OK","PAS","10/30/2014",31,"DELV","FORD","T",34510,10810,10910,"01/01/88880088 12:00:00 PM",14,14,14,347594,"T106","M","1119A","","NY","O","336","W 37th St","","01/05/0001 12:00:00 PM",408,"l3","","YYYYY","0600A","0700P","WHITE",NA,0,"",0,"99 6","31-No Stand (Com. Mtr. Zone)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"6120913",7355086789,"K57DVS","NJ","PAS","11/11/2014",16,"4DSD","FORD","T",5930,5130,5280,"01/01/88888888 12:00:00 PM",78,78,78,357116,"T302","J","0409P","","K","F","117","8th St","","01/05/0001 12:00:00 PM",408,"k2","","YYYYY","0800A","0600P","BLUE",NA,0,"",0,"C1 3","16A-No Std (Com Veh) Non-COM","","","",NA,NA,NA,NA,NA,NA,NA,NA
"6952503",5081960986,"GBV8034","NY","PAS","08/02/2014",7,"SUBN","JEEP","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","0408P","","","","","VICTORY BLVD (E/B) @","MORANI ST","01/05/0001 12:00:00 PM",1111,"D","T","","","","GY",NA,2013,"",0,"","FAILURE TO STOP AT RED LIGHT","","","",NA,NA,NA,NA,NA,NA,NA,NA
"7079352",1379371430,"92709JC","CT","COM","01/12/2015",46,"DELV","","P",10880,16980,17030,"01/05/0001 12:00:00 PM",62,62,62,938416,"0062","0000","1012A","","K","F","2444","86 ST","","01/05/0001 12:00:00 PM",408,"F1","","BBBBBBB","ALL","ALL","BR",0,0,"-",0,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA
"1293623",7085766992,"12816JY","NY","COM","08/19/2014",53,"VAN","GMC","T",10110,17230,17250,"01/01/88888888 12:00:00 PM",9,9,9,355283,"T105","M","0837A","","NY","O","201","2nd Ave","","01/05/0001 12:00:00 PM",408,"f6","","","","","WHITE",NA,2007,"",0,"N 99","53-Safety Zone","","","",NA,NA,NA,NA,NA,NA,NA,NA
"1711250",7320359492,"XCBB78","NJ","PAS","03/27/2015",37,"VAN","FORD","T",25390,18390,18410,"01/01/88880088 12:00:00 PM",19,19,19,361896,"T103","N","0232P","0216P","NY","F","870","Madison Ave","","01/05/0001 12:00:00 PM",408,"h1","","Y","0830A","0700P","WHITE",NA,0,"118-3022",0,"16 7","37-Expired Muni Meter","","","",NA,NA,NA,NA,NA,NA,NA,NA
"9848592",7550234735,"51965JS","NY","COM","02/05/2015",14,"VAN","UTIL","T",24730,0,0,"01/01/20161231 12:00:00 PM",88,88,88,356185,"T301","A","1219P","","K","I","S","Carlton Ave","40ft W/of Myrtle Ave","01/05/0001 12:00:00 PM",408,"c","","YYYYYYY","","","WH",NA,2005,"",0,"06 3","14-No Standing","","","",NA,NA,NA,NA,NA,NA,NA,NA
"10868080",7581961035,"GKZ8450","NY","PAS","11/10/2014",21,"SUBN","DODGE","T",22920,54320,11120,"01/01/20160205 12:00:00 PM",47,47,47,359310,"T202","E","1148A","","BX","F","3301","Cruger Ave","","01/05/0001 12:00:00 PM",408,"d1","","Y","1130P","0100P","BK",NA,0,"",0,"18A","21-No Parking (street clean)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"4876203",7524371974,"GJA9364","NY","PAS","05/15/2015",14,"4DSD","NISSA","T",66730,0,0,"01/01/20150919 12:00:00 PM",94,94,94,361886,"T301","P","0542P","","K","I","N","N 11th St","100ft W/of Berry St","01/05/0001 12:00:00 PM",408,"c","","YYYYY","0800A","0600P","MR",NA,2010,"",0,"17 3","14-No Standing","","","",NA,NA,NA,NA,NA,NA,NA,NA
"293247",7516333165,"GGU9711","NY","PAS","04/27/2015",21,"4DSD","HYUND","T",45930,24430,45030,"01/01/20150531 12:00:00 PM",88,88,88,332408,"T301","L","1204P","","K","F","217","Greene Ave","","01/05/0001 12:00:00 PM",408,"d1","","Y","1130A","0100P","RD",NA,2013,"",0,"H 31","21-No Parking (street clean)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"4657211",8007286305,"FMX9373","NY","PAS","02/27/2015",19,"4DSD","BMW","T",56490,13490,13390,"01/01/20150607 12:00:00 PM",104,104,104,352965,"T803","B","0913P","","Q","O","64-06","Myrtle Ave","","01/05/0001 12:00:00 PM",408,"c3","","YYYYYYY","","","BK",NA,2014,"",0,"C 42","19-No Stand (bus stop)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"8707349",7282251460,"GPU9372","NY","PAS","12/04/2014",21,"4DSD","FORD","T",43130,5680,5780,"01/01/20160710 12:00:00 PM",78,78,78,356273,"T302","B","1200P","","K","F","168","Garfield Pl","","01/05/0001 12:00:00 PM",408,"d1","","Y","1130A","0100P","GY",NA,2010,"",0,"60 3","21-No Parking (street clean)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"1479372",1369362997,"FUN4351","NY","PAS","06/28/2014",67,"SUBN","MITSU","P",18940,16290,16590,"01/01/20150901 12:00:00 PM",102,102,102,952446,"0102","0000","0913A","","Q","O","78-02","97AVE","","01/05/0001 12:00:00 PM",408,"F7","","BBBBBBB","ALL","ALL","WH",0,2001,"-",0,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA
"320646",7032998756,"DZN6999","NY","PAS","06/04/2015",68,"SUBN","CHEVR","T",12220,70720,14620,"01/01/20150613 12:00:00 PM",52,52,52,361051,"T201","R","0549P","","BX","F","250","Bedford Park Blvd","","01/05/0001 12:00:00 PM",408,"a1","","","","","BK",NA,2007,"",0,"Z3 2","68-Not Pkg. Comp. w Psted Sign","","","",NA,NA,NA,NA,NA,NA,NA,NA
"7459142",5085176145,"2RJ150","OK","PAS","03/03/2015",7,"YY","FORD","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","0142P","","","","","MCDONALD AVE (S/B) @","VANDERBILT ST","01/05/0001 12:00:00 PM",1111,"D","T","","","","",NA,2012,"",0,"","FAILURE TO STOP AT RED LIGHT","","","",NA,NA,NA,NA,NA,NA,NA,NA
"8638952",7564386903,"ELH9346","NY","OMS","10/09/2014",14,"4DSD","CHEVR","T",65730,54060,83830,"01/01/20150930 12:00:00 PM",94,94,94,357368,"T301","O","0436P","","K","F","271","Norman Ave","","01/05/0001 12:00:00 PM",408,"c","","YYYYY","0400P","0700P","RD",NA,2014,"",0,"F 31","14-No Standing","","","",NA,NA,NA,NA,NA,NA,NA,NA
"11751722",7508700995,"FPJ3363","NY","PAS","10/21/2014",21,"SUBN","MERCU","T",26670,70420,59520,"01/01/20150912 12:00:00 PM",42,42,42,356975,"T201","M","0817A","","BX","F","832","E 167th St","","01/05/0001 12:00:00 PM",408,"d1","","Y  Y","0800A","0930A","GY",NA,2002,"",0,"G 21","21-No Parking (street clean)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"1377383",8024272489,"DUV3261","NY","PAS","06/03/2015",71,"SUBN","HONDA","T",57790,36590,58590,"01/01/20160905 12:00:00 PM",109,109,109,361275,"T401","J","0543P","","Q","O","141-18","Northern Blvd","","01/05/0001 12:00:00 PM",408,"j6","","YYYYYYY","","","BK",NA,2013,"",0,"07 4","71A-Insp Sticker Expired (NYS)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"740190",7663593790,"GBL5526","NY","PAS","01/11/2015",71,"SUBN","NISSA","T",23230,18930,12730,"01/01/20160924 12:00:00 PM",90,90,90,356331,"T301","S","1203P","","K","F","890","Broadway","","01/05/0001 12:00:00 PM",408,"j6","","YYYYYYY","","","TN",NA,2009,"",0,"15 3","71A-Insp Sticker Expired (NYS)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"7203846",4003096526,"HY7910","NJ","PAS","04/18/2014",5,"4 DR","HYUND","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","0545P","","","","","WB E 34TH ST @ MADIS","ON AVE","01/05/0001 12:00:00 PM",1111,"C","T","","","","GY",NA,2010,"",0,"","BUS LANE VIOLATION","","","",NA,NA,NA,NA,NA,NA,NA,NA
"8906745",8009818227,"EWE1601","NY","PAS","03/20/2015",21,"4DSD","SUBAR","T",5680,5630,5730,"01/01/20151006 12:00:00 PM",78,78,78,357334,"T302","A","0914A","","K","F","360","6th Ave","","01/05/0001 12:00:00 PM",408,"d1","","Y","0900A","1030A","SILVE",NA,2006,"",0,"56 3","21-No Parking (street clean)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"7629514",1367449741,"AN780L","NJ","PAS","06/23/2014",46,"DELV","I MAC","P",13820,18620,26640,"01/05/0001 12:00:00 PM",42,42,42,934985,"0042","0000","0231P","","BX","F","1081","BOSTON RD","","01/05/0001 12:00:00 PM",408,"E2","","BBBBBBB","ALL","ALL","WHITE",0,0,"-",0,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA
"6509820",4603083385,"GAH3633","NY","PAS","10/14/2014",36,"4DSD","TOYOT","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","0312P","","","","","EB HORACE HARDING EX","PRESSWAY @ PECK AVE","01/05/0001 12:00:00 PM",1180,"B","T","","","","GY",NA,2012,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION","","","",NA,NA,NA,NA,NA,NA,NA,NA
"9099081",7814613668,"GRP4833","NY","PAS","06/15/2015",14,"4DSD","FORD","T",0,0,0,"01/01/20160630 12:00:00 PM",84,84,84,356345,"T301","L","0240P","","K","I","N","Front St","120ft W/of York St","01/05/0001 12:00:00 PM",408,"c","","YYYYYYY","","","GY",NA,2014,"",0,"01 3","14-No Standing","","","",NA,NA,NA,NA,NA,NA,NA,NA
"9063420",7473464772,"DCB3398","NY","PAS","11/20/2014",70,"SUBN","FORD","T",19340,19090,19190,"01/01/20141116 12:00:00 PM",106,106,106,358216,"T402","B","0256P","","Q","F","98-17","101st Ave","","01/05/0001 12:00:00 PM",408,"j3","","YYYYYYY","","","BK",NA,2002,"",0,"23 4","70A-Reg. Sticker Expired (NYS)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"8829336",8031714381,"WTNY","NY","OMT","03/22/2015",14,"SUBN","CADIL","T",27590,16310,29890,"01/01/20160228 12:00:00 PM",7,7,7,361271,"T800","B2","0034A","","NY","O","132","Orchard St","","01/05/0001 12:00:00 PM",408,"c","","Y    YY","1200A","0600A","BK",NA,2009,"",0,"A 77","14-No Standing","","","",NA,NA,NA,NA,NA,NA,NA,NA
"5979068",7685088599,"GGF7501","NY","PAS","10/25/2014",20,"4DSD","VOLVO","T",6530,5680,5780,"01/01/20150804 12:00:00 PM",76,76,76,355076,"T302","L","0824A","","K","F","335","14th St","","01/05/0001 12:00:00 PM",408,"d","","Y","0800A","0500P","BK",NA,2006,"",0,"J 32","20A-No Parking (Non-COM)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"537346",7023424374,"CWJ8782","NY","PAS","02/28/2015",21,"SUBN","CHEVR","T",0,0,0,"01/01/20160523 12:00:00 PM",50,50,50,361063,"T201","F","0848A","","BX","I","S","W 233rd St","15ft W/of Broadway","01/05/0001 12:00:00 PM",408,"d1","","Y","0830A","0900A","BR",NA,2012,"",0,"04 2","21-No Parking (street clean)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"10047293",7663809750,"43500JX","NY","COM","05/06/2015",38,"DELV","ISUZU","T",34030,10910,33390,"01/01/20150630 12:00:00 PM",6,6,6,356986,"T800","A2","0856P","","NY","F","415","W 13th St","","01/05/0001 12:00:00 PM",408,"h1","","YYYYY","0400P","1100P","WH",NA,2006,"",0,"D 77","38-Failure to Display Muni Rec","","","",NA,NA,NA,NA,NA,NA,NA,NA
"2920681",8011837138,"GHW7886","NY","PAS","11/08/2014",38,"SUBN","DODGE","T",45590,18390,18410,"01/01/20150731 12:00:00 PM",19,19,19,347489,"T103","B","0945A","","NY","O","1320","York Ave","","01/05/0001 12:00:00 PM",408,"h1","","Y","0900A","0700P","WH",NA,2013,"",0,"C 77","38-Failure to Display Muni Rec","","","",NA,NA,NA,NA,NA,NA,NA,NA
"8638475",7919998580,"31837MA","NY","COM","09/26/2014",18,"DELV","INTER","T",10110,17610,17630,"01/01/88888888 12:00:00 PM",13,13,13,355682,"T106","A","0210P","","NY","F","579","2nd Ave","","01/05/0001 12:00:00 PM",408,"f4","","YYYYYYY","0200P","0700P","WHITE",NA,0,"",0,"99 6","18-No Stand (bus lane)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"1278262",7492461136,"GFS9367","NY","PAS","03/19/2015",19,"4DSD","NISSA","T",54580,47790,55390,"01/01/20150418 12:00:00 PM",107,107,107,338645,"T740","G","0529P","","Q","O","66-17","Main St","","01/05/0001 12:00:00 PM",408,"c3","","YYYYYYY","","","GY",NA,2013,"",0,"03 6","19-No Stand (bus stop)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"993064",1378068750,"GFG4614","NY","PAS","05/19/2015",46,"SDN","AUDI","P",0,40404,40404,"01/01/20150616 12:00:00 PM",47,47,47,955754,"0047","0000","0216P","","","F","4049","LACIONA AVE","","01/05/0001 12:00:00 PM",408,"J6","","BBBBBBB","ALL","ALL","BLK",0,2004,"-",0,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA
"2368237",8010207378,"54439MC","NY","COM","11/24/2014",20,"REFG","ISUZU","T",34090,10910,10065,"01/01/20150331 12:00:00 PM",10,10,10,355050,"T102","A","0840A","0808A","NY","O","428","W 16th St","","01/01/20141124 12:00:00 PM",408,"d","","YYYYY","0800A","0600P","WHITE",NA,2013,"",0,"F 17","20-No Parking (Com Plate)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"6922041",5084537365,"ETG3756","NY","PAS","01/07/2015",7,"2DSD","ME/BE","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","0928A","","","","","2ND AVE (S/B) @ 26TH","ST","01/05/0001 12:00:00 PM",1111,"D","T","","","","GY",NA,2013,"",0,"","FAILURE TO STOP AT RED LIGHT","","","",NA,NA,NA,NA,NA,NA,NA,NA
"132125",7029111734,"DMK6890","NY","PAS","04/17/2015",21,"4DSD","TOYOT","T",35730,15920,14330,"01/01/20160228 12:00:00 PM",70,70,70,359301,"T302","N","1147A","","K","O","1544","E 21st St","","01/05/0001 12:00:00 PM",408,"d1","","Y","1130A","0100P","BLG",NA,2007,"",0,"05 3","21-No Parking (street clean)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"3172160",7659719026,"83388JZ","NY","COM","10/16/2014",14,"PICK","CHEVR","T",15710,35470,35490,"01/01/20150831 12:00:00 PM",24,24,24,358650,"T103","F","0841A","","NY","F","520","Columbus Ave","","01/05/0001 12:00:00 PM",408,"c","","YYYYY","0700A","1000A","WHITE",NA,2009,"",0,"33 7","14-No Standing","","","",NA,NA,NA,NA,NA,NA,NA,NA
"7098691",1363441905,"AF86059","PA","PAS","06/26/2014",46,"I","MACK","X",10810,34770,34790,"01/05/0001 12:00:00 PM",18,18,420,933928,"0420","0000","0905A","","NY","F","840","8TH AVE","","01/05/0001 12:00:00 PM",408,"D","","BBBBBBB","ALL","ALL","WHITE",0,0,"-",0,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA
"6490790",5085888406,"T623684C","NY","OMT","04/25/2015",7,"SUBN","TOYOT","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","1057P","","","","","WHITESTONE EXPWY SVC","RD (N/B) @ 20TH AVE","01/05/0001 12:00:00 PM",1111,"D","T","","","","BK",NA,2011,"",0,"","FAILURE TO STOP AT RED LIGHT","","","",NA,NA,NA,NA,NA,NA,NA,NA
"6650592",5086476252,"GSN5900","NY","PAS","05/30/2015",7,"SUBN","NISSA","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","0433P","","","","","OCEAN PKWY (N/B) @ A","VE W","01/05/0001 12:00:00 PM",1111,"D","T","","","","BK",NA,2014,"",0,"","FAILURE TO STOP AT RED LIGHT","","","",NA,NA,NA,NA,NA,NA,NA,NA
"10117458",7715899793,"GPL3771","NY","PAS","06/12/2015",14,"4DSD","CHEVR","T",11710,40404,40404,"01/01/20160526 12:00:00 PM",34,34,34,361278,"T800","A2","0018A","","NY","O","3838","Amsterdam Ave","","01/05/0001 12:00:00 PM",408,"c","","YYYYYYY","0300P","0100A","WH",NA,2013,"",0,"C 77","14-No Standing","","","",NA,NA,NA,NA,NA,NA,NA,NA
"800036",8015433540,"63352JM","NY","COM","05/20/2015",14,"VAN","INTER","T",17450,25390,27800,"01/01/88888888 12:00:00 PM",13,13,13,361092,"T102","M","0152P","","NY","O","40","E 23rd St","","01/05/0001 12:00:00 PM",408,"c","","YYYYYYY","1200A","0900P","BROWN",NA,1995,"",0,"99 6","14-No Standing","","","",NA,NA,NA,NA,NA,NA,NA,NA
"8200916",4607419011,"JRT3372","PA","PAS","05/22/2015",36,"CONV","CHEVR","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","0939A","","","","","SB AMSTERDAM AVE @ W","129TH ST","01/05/0001 12:00:00 PM",1180,"B","T","","","","",NA,2014,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION","","","",NA,NA,NA,NA,NA,NA,NA,NA
"6782846",5081439526,"ZXX81L","NJ","PAS","07/07/2014",7,"4 DR","MAZDA","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","0154P","","","","","BRONX RIVER PKWY OFF","RAMP (S/B) @ E/B BR","01/05/0001 12:00:00 PM",1111,"D","T","","","","MN",NA,2010,"",0,"","FAILURE TO STOP AT RED LIGHT","","","",NA,NA,NA,NA,NA,NA,NA,NA
"7647935",5084174591,"ETG3249","NY","PAS","12/11/2014",7,"SUBN","NISSA","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","0735A","","","","","FRANCIS LEWIS BLVD (","N/B) @ HILLSIDE AVE","01/05/0001 12:00:00 PM",1111,"D","T","","","","BK",NA,2012,"",0,"","FAILURE TO STOP AT RED LIGHT","","","",NA,NA,NA,NA,NA,NA,NA,NA
"1209969",7034167230,"GJM7853","NY","OMS","03/03/2015",38,"4DSD","HONDA","T",5780,5380,5530,"01/01/20150930 12:00:00 PM",78,78,78,357320,"T302","D","0158P","","K","F","226","7th Ave","","01/05/0001 12:00:00 PM",408,"h1","","Y","0800A","0700P","SILVE",NA,2014,"",0,"59 3","38-Failure to Display Muni Rec","","","",NA,NA,NA,NA,NA,NA,NA,NA
"10939671",7005740749,"FWP3879","NY","PAS","09/26/2014",37,"SUBN","HONDA","T",61090,17340,17540,"01/01/20160531 12:00:00 PM",115,115,115,361385,"T401","J","0240P","0229P","Q","F","85-11","Roosevelt Ave","","01/05/0001 12:00:00 PM",408,"h1","","Y","0900A","0700P","BR",NA,2012,"412-2338",0,"15 4","37-Expired Muni Meter","","","",NA,NA,NA,NA,NA,NA,NA,NA
"8016869",4601502007,"GGA7558","NY","PAS","07/25/2014",36,"4DSD","NISSA","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","1124A","","","","","EB BEACH CHANNEL DR","@ BEACH 104TH ST","01/05/0001 12:00:00 PM",1180,"B","T","","","","GY",NA,2008,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION","","","",NA,NA,NA,NA,NA,NA,NA,NA
"4799951",7000200777,"N632DA","FL","PAS","05/07/2015",16,"2DSD","HONDA","T",17340,0,0,"01/01/20150688 12:00:00 PM",115,115,115,357787,"T401","H","0230P","","Q","I","E","85th St","50ft S/of 37th Ave","01/05/0001 12:00:00 PM",408,"k2","","Y","0800A","0400P","BLACK",NA,0,"",0,"51-P","16A-No Std (Com Veh) Non-COM","","","",NA,NA,NA,NA,NA,NA,NA,NA
