"","Summons.Number","Plate.ID","Registration.State","Plate.Type","Issue.Date","Violation.Code","Vehicle.Body.Type","Vehicle.Make","Issuing.Agency","Street.Code1","Street.Code2","Street.Code3","Vehicle.Expiration.Date","Violation.Location","Violation.Precinct","Issuer.Precinct","Issuer.Code","Issuer.Command","Issuer.Squad","Violation.Time","Time.First.Observed","Violation.County","Violation.In.Front.Of.Or.Opposite","House.Number","Street.Name","Intersecting.Street","Date.First.Observed","Law.Section","Sub.Division","Violation.Legal.Code","Days.Parking.In.Effect","From.Hours.In.Effect","To.Hours.In.Effect","Vehicle.Color","Unregistered.Vehicle.","Vehicle.Year","Meter.Number","Feet.From.Curb","Violation.Post.Code","Violation.Description","No.Standing.or.Stopping.Violation","Hydrant.Violation","Double.Parking.Violation","Latitude","Longitude","Community.Board","Community.Council","Census.Tract","BIN","BBL","NTA"
"1993998",8025722200,"PLG4313","GA","PAS","08/11/2015",21,"4DSD","MERCU","T",6090,35780,7690,20160788,114,114,114,355659,"T401","M","0949A","","Q","F","28-13","14th St","",0,408,"d1","","Y  Y","0930A","1100A","SILVE","",0,"",0,"E 41","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6970037",7468275130,"42618JZ","NY","COM","02/24/2016",14,"UTIL","GMC","T",28990,0,0,88888888,112,112,112,362204,"T402","D","0842A","","Q","I","N","Austin St","20ft W/of 75th Rd",0,408,"c","","YYYYYYY","","","WHITE","",2009,"",0,"09 4","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3956604",7803103820,"GHH8006","NY","PAS","11/02/2015",38,"SUBN","ACURA","T",35580,14380,54050,20170605,70,70,70,361062,"T302","R","0558P","","K","F","1637","E 17th St","",0,408,"h1","","Y","0830A","0700P","BLACK","",2013,"",0,"05 3","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8546859",8039030638,"T682923C","NY","OMT","04/12/2016",20,"SUBN","TOYOT","T",17570,24890,10210,20160930,13,13,13,359601,"T102","J","0140P","","NY","O","129","E 29th St","",0,408,"d","","YYYYY","0800A","0600P","BK","",2015,"",0,"07 6","20A-No Parking (Non-COM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3694042",1399787937,"GNX3690","NY","PAS","10/28/2015",46,"SUBN","HYUND","P",42820,40404,40404,20160421,46,46,46,952676,"0046","0000","1050A","","BX","F","196","JEROME AVE","",0,408,"E5","","BBBBBBB","ALL","ALL","BLUE","0",2011,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7850244",7393449080,"FHZ4723","NY","PAS","03/15/2016",20,"4DSD","FORD","T",25830,15720,65620,20170501,40,40,40,361794,"T201","Q","0359P","","BX","O","518","E 139th St","",0,408,"d","","Y","0800A","0400P","GY","",2015,"",0,"V 21","20A-No Parking (Non-COM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3891727",7493124802,"HBB4481","NY","PAS","11/24/2015",21,"4DSD","HYUND","T",35530,73030,14480,20171115,61,61,61,352979,"T302","Y","0908A","","K","O","1730","E 16th St","",0,408,"d1","","Y","0830A","1000A","WH","",2004,"",0,"N 32","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192915",7513858408,"T656322C","NY","OMT","07/17/2015",20,"4DSD","TOYOT","T",54100,84930,41330,20151031,83,83,83,354011,"T301","O","0550P","","K","F","118","Knickerbocker Ave","",0,408,"d","","Y","0700A","0700P","BK","",2012,"",0,"P 31","20A-No Parking (Non-COM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9681437",7008306908,"FXK5848","NY","PAS","05/22/2016",70,"SUBN","TOYOT","T",61090,16890,16990,20160521,115,115,115,363494,"T401","P","1137A","","Q","O","82-02","Roosevelt Ave","",0,408,"j3","","YYYYYYY","","","BL","",2008,"",0,"21-P","70A-Reg. Sticker Expired (NYS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3021678",7693920171,"GZW4915","NY","PAS","09/30/2015",38,"SUBN","NISSA","T",41030,37880,37930,20170729,69,69,69,362553,"T302","I","0527P","","K","F","9207","Flatlands Ave","",0,408,"h1","","Y","0830A","0700P","BLACK","",2008,"",0,"39 3","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1737740",4609017039,"T667205C","NY","OMT","08/05/2015",36,"4DSD","LEXUS","V",0,0,0,0,NA,0,0,0,"","","0152P","","","","","WB FLATLANDS AVE @ E","77TH ST",0,1180,"B","T","","","","WH","",2014,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10617232",8367500386,"92428JY","NY","COM","06/10/2016",21,"DELV","INTER","T",13610,13610,27800,20170331,13,13,13,361135,"T102","B","0821A","","NY","F","920","Broadway","",0,408,"d1","","Y","0800A","0830A","WH","",2010,"",0,"10 6","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8012537",7963569914,"33984MC","NY","COM","03/03/2016",82,"VAN","FORD","T",10010,18820,18830,20160331,19,19,19,354164,"T103","H","1014A","","NY","O","1780","1st Ave","",0,408,"k1","","","","","GY","",2016,"",0,"56 7","82-Unaltered Commerc Vehicle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8164464",8150509010,"16813MH","NY","COM","03/17/2016",21,"VAN","NISSA","T",92670,29230,87630,20170731,90,90,90,346022,"T802","A","0106A","","K","F","9","White St","",0,408,"d1","","Y  Y","1200A","0300A","GY","",2015,"",0,"S 31","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"605302",7311896769,"60383JR","NY","COM","07/20/2015",46,"VAN","FRUEH","T",29620,63440,58220,88888888,45,45,45,361884,"T202","P","0309P","0239P","BX","O","3610","E Tremont Ave","",20150720,408,"F1","","","","","BROWN","",2005,"",0,"07P","46B-Double Parking (Com-100Ft)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2717796",8046765284,"DEH3307","NY","PAS","08/31/2015",21,"SUBN","LEXUS","T",22290,36590,36650,20170331,30,30,30,330291,"T103","AA","1139A","","NY","F","27","Hamilton Ter","",0,408,"d1","","Y  Y","1130A","0100P","GY","",2015,"",0,"CC3","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8098230",8039892934,"91588ME","NY","COM","03/07/2016",14,"REFG","HINO","T",34570,10610,10810,20161231,14,14,14,350401,"T106","A","0906A","","NY","F","219","W 40th St","",0,408,"c","","Y","0700A","1000A","WHO","",2015,"",0,"A 17","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3673780",8047534385,"FDY3221","NY","PAS","10/20/2015",38,"PICK","CHEVR","T",0,40404,40404,20161012,32,32,32,354084,"T103","L","0545P","","NY","F","2362","Adam Clayton Powell","",0,408,"h1","","Y","0900A","0700P","GY","",2014,"",0,"CC1","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2288775",1383146500,"T27L4S","NJ","PAS","08/25/2015",46,"TL","MIC","P",11710,37470,37490,20170388,34,34,34,903106,"0034","0000","0739A","","NY","F","2540","AMSTERDAM AVE","",0,408,"F1","","BBBBBBB","ALL","ALL","RD/WT","0",1999,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3158941",1253541358,"CCD9899","NY","PAS","10/02/2015",50,"SDN","TOYOT","P",0,0,0,20170225,114,114,425,930297,"0425","0000","0105A","","Q","F","","N/S BROADWAY","NEW TOWN RD",0,408,"E5","","BBBBBBB","ALL","ALL","WH","0",2005,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8565467",8154002620,"GUG7983","NY","PAS","04/01/2016",37,"SUBN","JEEP","T",42730,0,0,20161012,79,79,79,362209,"T301","H","1140A","1059A","K","I","S","Fulton St","60ft E/of Throop Ave",0,408,"h1","","Y","0800A","0700P","GY","",2015,"340-3119",0,"09 3","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7080000",8007845938,"99097MD","NY","COM","02/23/2016",31,"VAN","CHEVR","T",18110,10210,10110,88888888,17,17,17,331261,"T106","F","0815A","","NY","F","201","E 56th St","",0,408,"l3","","Y","0700A","0700P","WHITE","",2005,"",0,"S4 9","31-No Stand (Com. Mtr. Zone)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6130442",5090079780,"ENM6312","NY","PAS","01/06/2016",7,"4DSD","MITSU","V",0,0,0,0,NA,0,0,0,"","","1002A","","","","","ATLANTIC AVE (E/B) @","BEDFORD AVE",0,1111,"D","T","","","","BL","",2002,"",0,"","FAILURE TO STOP AT RED LIGHT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10478746",8070544727,"71967JU","NY","COM","06/24/2016",38,"REFG","HINO","T",24890,18370,18390,20161231,19,19,19,355677,"T103","I","1023A","","NY","F","945","Lexington Ave","",0,408,"h1","","YYYYY","1000A","1000P","RD","",2009,"",0,"58 7","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4891814",4614409076,"HCV2418","NY","PAS","12/17/2015",36,"SUBN","ROVER","V",0,0,0,0,NA,0,0,0,"","","0851A","","","","","NB CONEY ISLAND AVE","@ LOCUST AVE",0,1180,"B","T","","","","GY","",2016,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7045704",7768581428,"8819E","IN","PAS","02/13/2016",14,"2DSD","NISSA","T",16990,0,0,20160088,115,115,115,363149,"T401","S","1251P","","Q","I","W","83rd St","15ft N/of Roosevelt",0,408,"c","","YYYYYYY","","","SILVE","",0,"",0,"10 4","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5430087",7495511849,"EYG1771","NY","PAS","11/27/2015",21,"4DSD","LEXUS","T",20490,8440,8790,20160516,115,115,115,355532,"T401","M","0941A","","Q","F","3403","111th St","",0,408,"d1","","Y","0930A","1100A","GR","",2002,"",0,"K 41","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5429244",7498722239,"BLANKPLATE","99","999","12/23/2015",40,"4DSD","CADIL","T",55220,12550,70620,88880088,44,44,44,353126,"T201","S","0146P","","BX","F","1434","Ogden Ave","",0,408,"e2","","YYYYYYY","","","BLACK","",0,"",0,"Q 21","40-Fire Hydrant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8570490",8068012310,"HAM5401","NY","PAS","04/19/2016",21,"PICK","GMC","T",36670,11710,13610,20170831,30,30,30,356274,"T103","X","0736A","","NY","F","532","W 145th St","",0,408,"d1","","Y","0730A","0800A","BK","",2015,"",0,"01 7","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6660809",8019198519,"HAU1678","NY","PAS","02/11/2016",46,"SUBN","FORD","T",66520,55720,55120,20170930,43,43,43,363055,"T201","K","0234P","","BX","O","2103","Starling Ave","",0,408,"f1","","","","","WH","",2004,"",0,"05 2","46A-Double Parking (Non-COM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"142468",7103537460,"GTJ5278","NY","PAS","07/06/2015",38,"SUBN","ME/BE","T",53890,44195,44690,20160827,113,113,113,355676,"T402","R","0540P","","Q","O","188-26","Linden Blvd","",0,408,"h1","","Y","0900A","0700P","BK","",1999,"",0,"N 42","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2583709",7975878420,"ASH6320","NY","PAS","09/15/2015",20,"SUBN","ME/BE","T",35580,14880,53210,20170606,61,61,61,362528,"T302","H","0508P","","K","F","2623","E 17th St","",0,408,"d","","YYYYYYY","","","WH","",2014,"",0,"46 3","20A-No Parking (Non-COM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3815499",7030246937,"GLX3314","NY","PAS","11/14/2015",38,"2DSD","TOYOT","T",10880,7080,16580,20160224,62,62,62,352956,"T302","A","1015A","","K","F","2012","86th St","",0,408,"h1","","Y","0900A","0700P","GR","",1999,"",0,"06 3","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8221354",8263008906,"CVV6087","NY","PAS","03/10/2016",70,"4DSD","AUDI","T",8940,7990,37290,20160302,114,114,114,355697,"T401","Q","0228P","","Q","F","31-48","37th St","",0,408,"j3","","YYYYYYY","","","BLACK","",2015,"",0,"48-P","70A-Reg. Sticker Expired (NYS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4122580",1402962216,"CEY9931","NY","PAS","10/30/2015",19,"SUBN","TOYOT","P",28830,14030,14080,20161118,70,70,70,916139,"0070","0000","1100A","","K","O","1331","CONEY ISLAND AV","",0,408,"C3","","BBBBBBB","ALL","ALL","BK","0",2014,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9353935",7497772569,"JJA3393","PA","PAS","05/02/2016",37,"SUBN","TOYOT","T",10440,9190,9490,20160888,108,108,108,345451,"T401","H","0155P","1055A","Q","F","39-37","47th Ave","",20160502,408,"h1","","Y","0830A","0700P","OTHER","",0,"401-3131",0,"37-P","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1259358",7357411448,"72436ME","NY","COM","09/17/2015",20,"VAN","FORD","T",18350,10110,10010,20151130,19,19,19,355639,"T103","L","0300P","0147P","NY","F","315","E 68th St","",0,408,"d","","Y","0700A","0700P","WH","",2009,"",0,"A 77","20-No Parking (Com Plate)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3637072",8042429484,"5AEKH5","CT","PAS","10/16/2015",37,"4DSD","VOLKS","T",24890,18470,18490,20150088,19,19,19,353069,"T103","P","0320P","0311P","NY","F","1038","Lexington Ave","",0,408,"h1","","YYYYY","1000A","0700P","GREY","",0,"119-3028",0,"57 7","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9840092",7833333013,"47602MD","NY","COM","05/11/2016",10,"DELV","PETER","T",10810,34650,34670,20170331,18,18,18,353193,"T506","X","1125A","","NY","F","711","8th Ave","",0,408,"b","","YYYYYYY","","","WHITE","",2013,"",0,"01 6","10-No Stopping",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6928987",7072336722,"1DEA2","CT","PAS","02/02/2016",38,"4DSD","BMW","T",10410,17350,17370,88880088,13,13,13,361135,"T102","B","0305P","","NY","F","111","5th Ave","",0,408,"h1","","Y","0900A","0700P","GREY","",0,"",0,"07 6","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1572183",7637873262,"EEY4200","NY","PAS","08/06/2015",46,"SUBN","NISSA","T",27780,36420,46350,20160129,52,52,52,354094,"T201","S","0106P","","BX","O","199","E 205th St","",0,408,"f1","","","","","BK","",2009,"",0,"69 2","46A-Double Parking (Non-COM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"552854",7057076903,"1179786","IL","PAS","07/14/2015",82,"PICK","DODGE","T",34270,10510,10610,88880088,10,10,10,356510,"T102","B","1235P","","NY","F","164","W 25th St","",0,408,"k1","","","","","BLACK","",0,"",0,"12 6","82-Unaltered Commerc Vehicle",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6070702",4614735009,"87857MA","NY","COM","01/04/2016",36,"VAN","CHEVR","V",0,0,0,0,NA,0,0,0,"","","1226P","","","","","SB SPRINGFIELD BLVD","@ HOLLIS AVE",0,1180,"B","T","","","","WH","",2013,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323919",8027762261,"GHK5203","NY","PAS","07/23/2015",70,"4DSD","TOYOT","T",22690,29990,23990,20150624,1,1,1,344767,"T101","F","0520P","","NY","F","165","Henry St","",0,408,"j3","","YYYYYYY","","","GY","",2013,"",0,"68 1","70A-Reg. Sticker Expired (NYS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1829236",7249055847,"GFD4102","NY","PAS","08/05/2015",37,"4DSD","VOLKS","T",25130,40930,18950,20170305,70,70,70,361845,"T302","E","1147A","1112A","K","O","2135","Caton Ave","",0,408,"h1","","Y","0900A","0700P","WH","",2013,"304-3113",0,"08 3","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5891377",7767367344,"HCU1317","NY","PAS","01/14/2016",50,"SUBN","CHEVR","T",0,0,0,20171022,120,120,120,348538,"T303","M","0810A","","R","I","E","Nicholas St","0ft N/of Carroll Pl",0,408,"e5","","","","","TN","",2005,"",0,"C-AM","50-Crosswalk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2188098",8032335183,"AP632T","NJ","PAS","08/11/2015",46,"DELV","INTER","T",24890,18770,18790,88888888,19,19,19,338843,"T103","AA","0709A","1200P","NY","O","1342","Lexington Ave","",0,408,"F1","","","","","WHITE","",0,"",0,"CCA","46B-Double Parking (Com-100Ft)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2377437",7082566220,"GBL4040","NY","PAS","09/08/2015",71,"4DSD","DODGE","T",27150,42820,72720,20160817,46,46,46,361280,"T201","L","0125P","","BX","F","15","E 183rd St","",0,408,"j6","","YYYYYYY","","","BK","",2013,"",0,"42 2","71A-Insp Sticker Expired (NYS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9165938",1405424862,"HGL4679","NY","PAS","04/22/2016",21,"SUBN","CHRYS","S",93830,73690,67030,20160515,71,71,0,539520,"KN09","0000","0842A","","K","F","256","WINTHROP ST","",0,408,"D1","","BYBBYBB","0830A","1000A","BLUE","0",2016,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5616953",8254008012,"54572MC","NY","COM","12/16/2015",38,"VAN","CHEVR","T",52390,9540,29290,88888888,109,109,109,358636,"T401","A","1008A","","Q","F","41-25","Kissena Blvd","",0,408,"h1","","Y","1000A","1000P","WHITE","",2009,"",0,"02 4","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3945298",7798797944,"GXW8051","NY","PAS","10/29/2015",21,"4DSD","TOYOT","T",14220,66920,15920,20170330,43,43,43,358648,"T202","M","0905A","","BX","O","946","Boynton Ave","",0,408,"d1","","Y  Y","0830A","1000A","TN","",2003,"",0,"F 22","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5495918",7978288596,"CLD5925","NY","PAS","12/05/2015",71,"2DSD","SATUR","T",10090,37290,8440,20170619,115,115,115,358178,"T401","A","1024A","","Q","O","32-04","44th St","",0,408,"j6","","YYYYYYY","","","RD","",0,"",0,"25 4","71A-Insp Sticker Expired (NYS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2640153",8021090091,"63092JY","NY","COM","09/16/2015",14,"DELV","WORKH","T",80330,89730,26730,88888888,77,77,77,361316,"T301","E","0152P","","K","F","500","St Johns Pl","",0,408,"c","","YYYYYYY","","","BROWN","",2008,"",0,"19 3","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4360549",7395968890,"19760MA","NY","COM","11/14/2015",40,"UTIL","ISUZU","T",9540,0,0,20151231,109,109,109,358566,"T401","A","1011A","","Q","I","N","41st Ave","30ft E/of Main St",0,408,"e2","","YYYYYYY","","","WHITE","",2011,"",0,"01 4","40-Fire Hydrant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3152356",8049366420,"GJD5628","NY","PAS","10/06/2015",71,"2DSD","ME/BE","T",58330,46030,54010,20170801,94,94,94,355121,"T301","B","0906A","","K","F","916","Manhattan Ave","",0,408,"j6","","YYYYYYY","","","BK","",2013,"",0,"17 3","71A-Insp Sticker Expired (NYS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3563697",8022323937,"DGB3154","NY","PAS","10/17/2015",37,"SUBN","TOYOT","T",26230,35280,35330,20170515,70,70,70,361386,"T302","H","1106A","1029A","K","F","1111","Church Ave","",0,408,"h1","","Y","0800A","0700P","LT/","",2012,"350-3002",0,"09 3","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4317491",7085162648,"ZFL9027","PA","PAS","11/10/2015",21,"PICK","TOYOT","T",0,0,0,20160288,70,70,70,361284,"T302","N","1023A","","K","I","N","Caton Ave","200ft E/of Argyle Rd",0,408,"d1","","Y","0930A","1100A","BLACK","",0,"",0,"12 3","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6149245",7038279889,"37729MH","NY","COM","01/15/2016",46,"DELV","INTER","T",35430,11710,13610,20161031,20,20,20,362521,"T103","G","1028A","1200P","NY","O","222","W 83rd St","",20160115,408,"F1","","","","","WH","",2016,"",0,"42 7","46B-Double Parking (Com-100Ft)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5308224",4614533747,"DER5456","NY","PAS","12/21/2015",36,"SUBN","BMW","V",0,0,0,0,NA,0,0,0,"","","0951A","","","","","EB EASTERN PKWY @ WA","SHINGTON AVE",0,1180,"B","T","","","","WH","",2014,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1674689",4609349991,"T529287C","NY","OMT","09/11/2015",36,"4DSD","LINCO","V",0,0,0,0,NA,0,0,0,"","","0834A","","","","","WB JAMAICA AVE @ 224","TH ST",0,1180,"B","T","","","","BK","",2007,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3251682",4610618941,"18649SH","NY","SCL","10/07/2015",36,"SUBN","THOMA","V",0,0,0,0,NA,0,0,0,"","","0145P","","","","","NB ROCKAWY PWY. AVE","L- TRKLEMNS LN",0,1180,"B","T","","","","YW","",2014,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2368700",7057515881,"GWE5147","NY","PAS","09/12/2015",14,"SUBN","TOYOT","T",34470,13610,10610,20170630,14,14,14,358594,"T106","L","1232P","","NY","O","147","W 35th St","",0,408,"c","","YYYYYYY","","","GY","",2013,"",0,"82 6","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4342548",7183589675,"9BY9458","MD","PAS","11/14/2015",38,"4DSD","DODGE","T",17520,27270,27300,20160488,48,48,48,362213,"T201","A","0910A","","BX","F","2403","Cambreleng Ave","",0,408,"h1","","Y","0900A","0700P","GREY","",0,"",0,"08 2","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5219557",1403096193,"57354MG","NY","COM","12/15/2015",45,"VAN","INTER","P",29690,35290,35310,20151231,20,20,20,953506,"0020","0000","0910A","","NY","F","46","RIVERSIDE DRIVE","",0,408,"E1","","BBBBBBB","ALL","ALL","BK","0",2002,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8505837",8012599016,"GYR6060","NY","OMS","04/05/2016",37,"SUBN","CHRYS","T",9280,6380,6480,20160930,66,66,66,363081,"T302","H","0450P","0442P","K","O","1310","54th St","",0,408,"h1","","Y    YY","0900A","0700P","BK","",2016,"349-3086",0,"01 3","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5289149",4614167214,"CCVY06","FL","PAS","12/11/2015",36,"4D","NISSA","V",0,0,0,0,NA,0,0,0,"","","0256P","","","","","WB FLATLANDS AVE @ E","77TH ST",0,1180,"B","T","","","","GRY","",2004,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1213114",5088104420,"2HV748","NY","PAS","08/27/2015",7,"4DSD","ME/BE","V",0,0,0,0,NA,0,0,0,"","","0448P","","","","","PENNSYLVANIA AVE (N/","B) @ LINDEN BLVD",0,1111,"D","T","","","","GY","",1995,"",0,"","FAILURE TO STOP AT RED LIGHT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7236355",1407286742,"GVT1168","NY","PAS","03/03/2016",21,"SUBN","TOYOT","S",5880,9230,9280,20161223,72,72,0,669521,"KS07","0000","0810A","","K","F","5315","8 AVE","",0,408,"D1","","YYYYYYB","0800A","0830A","WHITE","0",0,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3279479",4611223097,"710ESL","NY","ORG","10/15/2015",36,"SUBN","TOYOT","V",0,0,0,0,NA,0,0,0,"","","1057A","","","","","WB GOETHALS RD N @ J","ULES DR",0,1180,"B","T","","","","BK","",2012,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9702861",7052615058,"XACT96","NJ","PAS","05/18/2016",14,"VAN","NISSA","T",34530,11010,11720,88880088,10,10,10,363544,"T102","K","0242P","","NY","F","509","W 38th St","",0,408,"c","","Y","0800A","1000P","WHITE","",0,"",0,"10 6","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5993331",8082504675,"51702JV","NY","COM","01/14/2016",46,"PICK","GMC","T",18770,0,0,20170131,23,23,23,361104,"T103","D","0954A","1200P","NY","I","S","E 89th St","15ft E/of Madison Av",20160114,408,"F1","","","","","WH","",2007,"",0,"20 7","46B-Double Parking (Com-100Ft)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6470843",4616181123,"GYB4192","NY","PAS","02/10/2016",36,"4DSD","HONDA","V",0,0,0,0,NA,0,0,0,"","","0130P","","","","","EB HORACE HARDING EX","PRESSWAY @ PECK AVE",0,1180,"B","T","","","","BR","",2011,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"766731",7999596267,"37821MD","NY","COM","07/24/2015",16,"VAN","FORD","T",35510,13610,44990,20170630,19,19,19,338894,"T103","E","0938A","0858A","NY","O","265","W 87th St","",0,408,"k2","","Y","0700A","0700P","BLUE","",2013,"",0,"50 7","16-No Std (Com Veh) Com Plate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17517",1382175656,"GDR7893","NY","PAS","07/01/2015",46,"SDN","VOLKS","P",47290,12740,13490,20161222,104,104,104,952235,"0104","0000","0130P","","Q","F","61-20","GRAND AVE","",0,408,"E5","","BBBBBBB","ALL","ALL","RED","0",2013,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6517859",7024600007,"37967MA","NY","COM","02/06/2016",78,"VAN","CHEVR","T",15220,40404,40404,20171130,49,49,49,355556,"T801","B","0913P","","BX","F","625","Bronx Park East","",0,408,"k6","","YYYYYYY","0900P","0500A","WH","",2005,"",0,"I 21","78-Nighttime PKG on Res Street",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9023371",8045049686,"DUJ3447","NY","PAS","04/21/2016",14,"SUBN","INFIN","T",50290,0,0,20160730,107,107,107,350334,"T402","R","0408P","","Q","I","E","Horace Harding Expy","70ft N/of Queens Blv",0,408,"c","","YYYYY","0400P","0700P","GY","",2003,"",0,"CC1","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
