"","Summons.Number","Plate.ID","Registration.State","Plate.Type","Issue.Date","Violation.Code","Vehicle.Body.Type","Vehicle.Make","Issuing.Agency","Street.Code1","Street.Code2","Street.Code3","Vehicle.Expiration.Date","Violation.Location","Violation.Precinct","Issuer.Precinct","Issuer.Code","Issuer.Command","Issuer.Squad","Violation.Time","Time.First.Observed","Violation.County","Violation.In.Front.Of.Or.Opposite","House.Number","Street.Name","Intersecting.Street","Date.First.Observed","Law.Section","Sub.Division","Violation.Legal.Code","Days.Parking.In.Effect","From.Hours.In.Effect","To.Hours.In.Effect","Vehicle.Color","Unregistered.Vehicle.","Vehicle.Year","Meter.Number","Feet.From.Curb","Violation.Post.Code","Violation.Description","No.Standing.or.Stopping.Violation","Hydrant.Violation","Double.Parking.Violation","Latitude","Longitude","Community.Board","Community.Council","Census.Tract","BIN","BBL","NTA"
"1188375",7965093534,"GKB1467","NY","PAS","09/16/2013",37,"SUBN","AUDI","T",26790,21690,13810,20150818,5,5,5,357360,"T105","E","0211P","0204P","NY","F","171","Mott St","",0,408,"h1","","Y","0900A","1000P","WH",NA,2014,"124-3021",0,"132","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3202854",7345395959,"ADY4482","NC","PAS","11/14/2013",20,"4DSD","MAZDA","T",18970,0,0,20130088,17,17,17,330692,"T503","B1","0726A","","NY","I","N","E 100th St","10ft W/of F D R Dr",0,408,"d","","YYYYYYY","","","GREEN",NA,0,"",0,"07 -","20A-No Parking (Non-COM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8391801",7340775110,"GPT4556","NY","PAS","06/20/2014",75,"SUBN","LEXUS","T",35230,0,0,20160616,20,20,20,358608,"T103","N","0427P","","NY","I","N","W 73rd St","15ft W/of Central Pa",0,408,"j5","","","","","GY",NA,2005,"",0,"54 7","75-No Match-Plate/Reg. Sticker",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8899223",7603243993,"10221TT","NY","TOW","05/28/2014",14,"PICK","CHEVR","T",33490,21386,23532,20141031,7,7,7,350423,"T105","N","0102P","","NY","F","645","Water St","",0,408,"c","","YYYYYYY","","","BK",NA,2006,"",0,"101","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3369267",7809739050,"FDV5033","NY","PAS","11/01/2013",71,"SUBN","FORD","T",13510,36650,36670,20140901,32,32,32,355654,"T103","D","1243P","","NY","F","47","Bradhurst Ave","",0,408,"j6","","YYYYYYY","","","BLUE",NA,2004,"",0,"31 -","71A-Insp Sticker Expired (NYS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3668657",7412717390,"GKY5812","NY","PAS","12/02/2013",21,"SUBN","CHEVR","T",27150,59520,65320,20151103,48,48,48,357682,"T201","M","0946A","","BX","F","789","E 183rd St","",0,408,"d1","","Y  Y","0930A","1100A","BL",NA,2013,"",0,"K -","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1909903",7780378676,"PC51189","DE","PAS","09/30/2013",40,"SUBN","SATUR","T",10020,20560,27450,20130088,52,52,52,358858,"T201","H","0241P","","BX","F","2580","Bainbridge Ave","",0,408,"e2","","YYYYYYY","","","OTHER",NA,0,"",8,"64 -","40-Fire Hydrant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5694112",7097883236,"U52ABK","NJ","PAS","03/12/2014",21,"4DSD","TOYOT","T",13610,35910,35930,88888888,24,24,24,349570,"T103","B","0738A","","NY","F","2788","Broadway","",0,408,"d1","","Y","0730A","0800A","GREY",NA,0,"",0,"M 77","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6550341",7103508185,"PQN8657","GA","PAS","04/05/2014",37,"SUBN","FORD","T",19040,0,0,20140488,102,102,102,355110,"T402","E","0303P","0233P","Q","I","W","97th St","55ft N/of 101st St",0,408,"h1","","Y","0900A","0700P","WHITE",NA,0,"444-3070",0,"23 4","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9021120",7906785149,"26562MD","NY","COM","06/04/2014",69,"VAN","GMC","T",34630,10510,13610,20150731,14,14,14,355642,"T106","M","0102P","","NY","F","106","W 43rd St","",0,408,"h1","","YYYYY","0700A","0600P","WH",NA,2005,"",0,"82 6","69-Failure to Disp Muni Recpt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3648717",7327154358,"GGM1070","NY","PAS","12/05/2013",38,"PICK","DODGE","T",13610,35330,35350,20150414,20,20,20,356987,"T103","I","1243P","","NY","F","2200","Broadway","",0,408,"h1","","Y","0800A","1000P","BK",NA,2013,"",0,"48 -","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5550177",7962302343,"AN505K","NJ","PAS","02/10/2014",40,"DELV","INTER","T",17990,24890,10210,20140088,18,18,18,348566,"T106","A","0659A","","NY","O","125","E 50th St","",0,408,"e2","","YYYYYYY","","","WHITE",NA,0,"",0,"A -","40-Fire Hydrant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7036144",7237102679,"AP187L","NJ","PAS","04/25/2014",18,"DELV","HINO","T",67030,56230,59030,88888888,67,67,67,357041,"T302","J","1056A","","K","F","1420","Nostrand Ave","",0,408,"f4","","YYYYY","0700A","0700P","WHITE",NA,0,"",0,"CC1","18-No Stand (bus lane)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41879",1359254020,"60173JX","NY","COM","08/01/2013",98,"VAN","WORKH","P",34690,10510,10610,20130930,18,18,18,929923,"0018","0000","0853A","","NY","O","165","W 46 ST","",0,408,"C","","BBBBBBB","ALL","ALL","",0,0,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1433039",7486322973,"DEG3412","NY","PAS","09/16/2013",74,"4DSD","BMW","T",51090,45590,17340,20150204,102,102,102,358646,"T402","D","0502P","","Q","F","84-20","Jamaica Ave","",0,408,"j2","","","","","RD",NA,2007,"",0,"17 -","74A-Improperly Displayed Plate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5185319",7612891517,"FWG1948","NY","PAS","01/31/2014",71,"4DSD","ME/BE","T",38990,60690,36590,20140605,109,109,109,355690,"T401","X","1128A","","Q","F","142-20","Cherry Ave","",0,408,"j6","","YYYYYYY","","","BK",NA,2011,"",0,"20 -","71A-Insp Sticker Expired (NYS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8871961",7448749201,"DPJ1942","NY","PAS","06/08/2014",83,"VAN","FORD","T",20940,19340,19590,20140608,106,106,106,331302,"T402","J","1100A","","Q","F","10160","116th St","",0,408,"j1","","","","","WHITE",NA,2006,"",0,"25 4","83-Improper Registration",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2002094",1306823675,"BGA7898","NY","PAS","10/03/2013",21,"SDN","TOYOT","S",61090,39595,59590,20131221,109,109,0,527621,"QE07","0000","0739A","","Q","F","133-45","ROOSEVELT AV","",0,408,"D1","","YYYYYYB","0730A","0800A","SILVE",0,2002,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5219830",7653970606,"GAX2741","NY","PAS","02/11/2014",40,"4DSD","HONDA","T",6030,5780,5880,20140729,78,78,78,350335,"T302","H","0412P","","K","F","492","9th St","",0,408,"e2","","YYYYYYY","","","GY",NA,2012,"",0,"J -","40-Fire Hydrant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8179286",7992635073,"24647JP","NY","COM","05/01/2014",19,"VAN","FORD","T",35690,11710,13610,20150131,24,24,24,358643,"T103","P","0254P","","NY","F","214","W 96th St","",0,408,"c3","","YYYYYYY","","","WH",NA,2005,"",0,"60 7","19-No Stand (bus stop)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4516060",7886152130,"48789JU","NY","COM","01/14/2014",69,"VAN","DODGE","T",34590,10610,10810,88888888,14,14,14,343455,"T501","C","0803A","","NY","F","250","W 41st St","",0,408,"h1","","Y","","","WHITE",NA,2005,"",0,"01 -","69-Failure to Disp Muni Recpt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3290771",7558345080,"FTB2101","NY","PAS","11/11/2013",38,"4DSD","TOYOT","T",58330,34130,63630,20151030,94,94,94,358932,"T301","S","0842A","","K","F","605","Manhattan Ave","",0,408,"h1","","Y","0830A","0700P","GY",NA,2004,"",0,"17 -","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3279502",7585668739,"FSD7415","NY","PAS","11/14/2013",46,"4DSD","ACURA","T",35610,11710,13610,20150808,24,24,24,345997,"T108","E","1103A","","NY","O","215","W 92nd St","",0,408,"f1","","","","","GY",NA,2008,"",0,"01 -","46A-Double Parking (Non-COM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1170126",7925123898,"66764MB","NY","COM","09/10/2013",42,"VAN","CHEVR","T",34890,10410,10510,20140831,18,18,18,355437,"T106","H","0306P","","NY","F","56","W 56th St","",0,408,"h1","","YYYYY","0700A","0600P","WH",NA,2012,"143-5535",0,"99 -","42-Exp. Muni-Mtr (Com. Mtr. Z)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7514138",7381927470,"60052MB","NY","COM","05/01/2014",71,"VAN","GMC","T",54060,65730,46030,20140804,94,94,94,355301,"T301","C","1227P","","K","O","361","Kingsland Ave","",0,408,"j6","","YYYYYYY","","","WH",NA,1998,"",0,"17 3","71A-Insp Sticker Expired (NYS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2389516",7639946694,"31236JV","NY","COM","10/02/2013",19,"DELV","HINO","T",64790,49690,17790,20140430,103,103,103,356353,"T402","H","0946A","","Q","O","87-75","Sutphin Blvd","",0,408,"c3","","YYYYYYY","","","WHITE",NA,2006,"",0,"03 -","19-No Stand (bus stop)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6407200",7993159830,"25943JV","NY","COM","03/20/2014",37,"VAN","DODGE","T",35150,15710,13610,20140627,20,20,20,357701,"T103","R","0218P","0210P","NY","F","108","W 69th St","",0,408,"h1","","Y","0900A","0700P","GY",NA,2006,"103-7025",0,"52 7","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8864740",7410748138,"611YIC","FL","PAS","05/29/2014",14,"4DSD","TOYOT","T",63820,12550,12550,20131288,50,50,50,356312,"T801","B","1120P","","BX","F","2591","Sedgwick Ave","",0,408,"c","","YYYYYYY","","","SILVE",NA,0,"",0,"K 21","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7043171",7383175694,"AZU2900","NY","PAS","04/18/2014",37,"4DSD","VOLVO","T",42820,29220,27360,20150911,52,52,52,359583,"T201","G","0328P","0318P","BX","O","2492","Jerome Ave","",0,408,"h1","","Y","0800A","0700P","BL",NA,1998,"201-3019",0,"43 2","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3786882",7839146727,"RZG25V","NJ","PAS","12/12/2013",38,"4DSD","LEXUS","T",17650,10210,10110,88888888,13,13,13,357792,"T102","C","1135A","","NY","F","255","E 33rd St","",0,408,"h1","","Y","0900A","0700P","WHITE",NA,0,"",0,"99 -","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6737914",7859997769,"GFF1276","NY","PAS","04/19/2014",31,"SUBN","BMW","T",10810,34490,34510,20150224,14,14,14,345063,"T106","D","1244P","","NY","F","520","8th Ave","",0,408,"l3","","Y","0700A","0700P","BK",NA,2013,"",0,"42 6","31-No Stand (Com. Mtr. Zone)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5745976",7302743885,"G99ABP","NJ","PAS","03/26/2014",20,"PICK","TOYOT","T",25390,18250,18270,88888888,19,19,19,353192,"T103","E","0939A","","NY","F","718","Madison Ave","",0,408,"d","","Y","0700A","1000A","BLACK",NA,0,"",0,"CC1","20A-No Parking (Non-COM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4766444",7567581978,"DGE3691","NY","PAS","12/27/2013",21,"4DSD","NISSA","T",28260,57320,45020,20150603,47,47,47,350435,"T202","O","0840A","","BX","O","1027","E 221st St","",0,408,"d1","","Y","0830A","1000A","RD",NA,2007,"",0,"G -","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8368480",7220713680,"M18ASC","NJ","PAS","06/06/2014",38,"SUBN","FORD","T",21690,20640,20090,88888888,5,5,5,359605,"T101","D","0621P","","NY","F","272","Grand St","",0,408,"h1","","Y","0900A","0700P","WHITE",NA,0,"",0,"55 1","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6344780",7831154425,"96132JN","NY","COM","03/24/2014",42,"VAN","FORD","T",10510,34390,34410,20141031,14,14,14,345058,"T102","C","1157A","","NY","F","875","6th Ave","",0,408,"h1","","Y","0700A","0700P","WH",NA,1998,"144-6633",0,"32 6","42-Exp. Muni-Mtr (Com. Mtr. Z)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7134733",7612898159,"EGL8029","NY","PAS","04/01/2014",37,"4DSD","VOLVO","T",57390,8240,7790,20160228,114,114,114,357705,"T401","Q","1052A","1035A","Q","F","32-05","Newtown Ave","",0,408,"h1","","Y","0800A","0700P","BL",NA,2012,"423-3090",0,"25 4","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6876742",1369189928,"EFE4039","NY","PAS","03/30/2014",40,"SUBN","CHRYS","P",42730,65330,45430,20140420,75,75,165,953819,"0165","0000","0214A","","K","O","3466","FULTON ST","",0,408,"E2","","BBBBBBB","ALL","ALL","BLUE",0,2001,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1368502",7190305040,"12176MA","NY","COM","09/04/2013",71,"VAN","FORD","T",30790,15450,16150,20140731,5,5,5,356980,"T101","A","0831A","","NY","F","69","Spring St","",0,408,"j6","","YYYYYYY","","","WH",NA,2010,"",0,"03 -","71A-Insp Sticker Expired (NYS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4986839",1366117943,"42978JW","NY","COM","02/11/2014",47,"DELV","INTER","P",10210,17850,17870,0,17,17,401,927487,"0401","0000","0148A","","NY","F","696","3RD AVE","",0,408,"F1","","YYYYYYB","0700A","0700P","WH",0,0,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8623980",1367509762,"FSD7724","NY","PAS","05/20/2014",19,"SDN","NISSA","P",54050,35030,67730,20150815,61,61,61,929395,"0061","0000","0932A","","K","O","582","KINGS HWY","",0,408,"C3","","BBBBBBB","ALL","ALL","BK",0,2011,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6642725",7565508676,"38671JY","NY","COM","04/02/2014",38,"VAN","GMC","T",37370,32790,13610,88888888,34,34,34,355180,"T103","J","1221P","","NY","O","656","W 181st St","",0,408,"h1","","Y","0900A","0700P","WHITE",NA,2007,"",0,"26 7","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2317089",7420747258,"FPN7409","OH","PAS","10/26/2013",21,"4DSD","JAGUA","T",29120,72720,52120,20140688,46,46,46,358890,"T201","H","0823A","","BX","F","74-80","E Burnside Ave","",0,408,"d1","","Y","0800A","0830A","SILVE",NA,0,"",0,"14 -","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7200190",7778641215,"AP472U","NJ","PAS","04/03/2014",21,"TRAC","MACK","T",68720,71750,29100,20140088,41,41,41,356312,"T801","B","0314A","","BX","O","330","Tiffany St","",0,408,"d1","","Y","0300A","0600A","WHITE",NA,0,"",0,"D 21","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"377601",7976703523,"62136MB","NY","COM","08/06/2013",38,"VAN","FORD","T",25390,18770,18790,20140130,19,19,19,348515,"T103","E","0944A","","NY","O","1246","Madison Ave","",0,408,"h1","","Y","0800A","0700P","WH",NA,2008,"",0,"12 -","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4580082",1360171666,"FZV8982","NY","PAS","12/30/2013",40,"SDN","MAZDA","P",74630,0,0,20150126,76,76,76,944289,"0076","0000","0211A","","K","F","190","SACKETT ST","HICKS",0,408,"I4","","BBBBBBB","ALL","ALL","GRAY",0,2006,"-",6,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6143801",7196785757,"ENG4732","NY","PAS","03/21/2014",21,"4DSD","HONDA","T",14230,67530,35730,20150310,70,70,70,357750,"T302","E","1206P","","K","O","2023","Avenue M","",0,408,"d1","","Y","1130A","0100P","BK",NA,2012,"",0,"05 3","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118988",7088256721,"GAL6932","NY","PAS","08/20/2013",21,"4DSD","HONDA","T",17140,81830,19030,20140807,62,62,62,333002,"T302","M","1141A","","K","O","36","Bay 43rd St","",0,408,"d1","","Y","1130A","0100P","BK",NA,2013,"",0,"W -","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6931627",7030547354,"DZT9465","NY","PAS","03/27/2014",37,"PICK","CHEVR","T",76130,58330,44930,20150430,90,90,90,359609,"T301","E","0340P","0333P","K","F","88","Seigel St","",0,408,"h1","","Y","0900A","0700P","WH",NA,2009,"319-3030",0,"15 3","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3592489",7097948516,"37793MA","NY","COM","12/13/2013",37,"SUBN","FORD","T",34370,10810,10910,20151031,14,14,14,356522,"T102","M","0142P","1050A","NY","F","327","W 30th St","",20131213,408,"h1","","Y","0800A","0700P","GY",NA,2012,"144-6640",0,"99 -","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3037850",1361301314,"FHH4865","NY","PAS","11/14/2013",38,"SDN","FORD","P",10910,34510,34530,20150523,14,14,161,954191,"0161","0000","0807P","","NY","F","496","9TH AVENUE","",0,408,"J6","","YYYYYYB","0700P","1100P","WHITE",0,2011,"144-6383",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5551522",7962304819,"21379PB","NY","IRP","02/24/2014",47,"DELV","INTER","T",32670,17870,17890,20140630,18,18,18,348566,"T106","A","0940A","","NY","O","52","Vanderbilt Ave","",0,408,"l2","","Y","0700A","0700P","WHITE",NA,2010,"",0,"A 17","47-Double PKG-Midtown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"872538",5070211766,"T624766C","NY","OMT","08/19/2013",7,"","LINCO","V",0,0,0,0,NA,0,0,0,"","","0806A","","","","","E. FORDHAM RD.(W/B)@","WEBSTER AVE.-XJ-2",0,1111,"D","T","","","","BK",NA,2003,"",0,"","FAILURE TO STOP AT RED LIGHT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1660897",1361910896,"GFT4675","NY","PAS","10/21/2013",21,"SUBN","DODGE","S",21780,15390,15395,20150325,60,60,0,538189,"KS13","0000","0919A","","K","O","2868","BRIGHTON 3 ST","",0,408,"D1","","YBBYBBB","0900A","1030A","GRAY",0,2002,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8790150",7105980898,"949WYH","CT","PAS","06/19/2014",21,"4DSD","BMW","T",10230,6580,6680,20140088,62,62,62,347615,"T302","Q","1202P","","K","F","1527","73rd St","",0,408,"d1","","Y","1130A","0100P","GREEN",NA,0,"",0,"W 32","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8781021",7137881993,"CAMXAM","NY","SRF","06/19/2014",38,"CONV","ME/BE","T",20190,13040,13240,20160104,104,104,104,358891,"T401","N","0104P","","Q","F","63-71","108th St","",0,408,"h1","","Y","0900A","0700P","WH",NA,2014,"",0,"A 41","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7879145",7139922238,"97662JZ","NY","COM","05/13/2014",38,"REFG","ISUZU","T",9590,40404,40404,20141231,109,109,109,358566,"T401","A","0410P","","Q","O","41-28","41st Rd","",0,408,"h1","","Y","0730A","1000P","WH",NA,2010,"",0,"04-P","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2726644",7098344126,"64198JV","NY","COM","11/07/2013",46,"VAN","NS/OT","T",24890,18010,18030,20140831,18,18,18,356181,"T106","A","0700A","1200P","NY","F","575","Lexington Ave","",0,408,"F1","","","","","SILVE",NA,2006,"",0,"D -","46B-Double Parking (Com-100Ft)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8293372",7004225173,"YAS73Z","NJ","PAS","06/24/2014",38,"SUBN","HYUND","T",35690,9340,9540,88888888,111,111,111,358652,"T401","R","0312P","","Q","F","40-18","Bell Blvd","",0,408,"h1","","Y","0900A","0700P","BLUE",NA,0,"",0,"44 4","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3453063",7999959479,"BLB7780","NY","PAS","11/04/2013",20,"4DSD","VOLVO","T",0,0,0,20140502,34,34,34,356959,"T103","L","0139P","","NY","I","E","Seaman Ave","0ft N/of W 214th St",0,408,"d","","YYYYYYY","","","BLUE",NA,2006,"",0,"M -","20A-No Parking (Non-COM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2306044",7314907584,"ELD8249","NY","PAS","10/01/2013",71,"4DSD","HYUND","T",77730,86530,72230,20140825,76,76,76,357060,"T302","N","1132A","","K","F","319","Smith St","",0,408,"j6","","YYYYYYY","","","SILVE",NA,2007,"",0,"55 -","71A-Insp Sticker Expired (NYS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"712463",7706188863,"D613244","IL","PAS","08/19/2013",37,"SUBN","ME/BE","T",18390,24890,10210,20130988,19,19,19,358920,"T103","N","0645P","0324P","NY","F","150","E 70th St","",20130819,408,"h1","","Y","0900A","0700P","SILVE",NA,0,"119-4812",0,"57 -","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8838442",7327181234,"FSS2094","NY","PAS","06/17/2014",37,"4DSD","HONDA","T",11710,36090,36130,20151220,28,28,28,356987,"T103","I","1047A","1039A","NY","O","1151","Amsterdam Ave","",0,408,"h1","","Y","0830A","0700P","BL",NA,2011,"138-9716",0,"34 7","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339378",7891904443,"88009MC","NY","COM","08/09/2013",42,"VAN","FORD","T",17650,10410,25390,20141231,14,14,14,357700,"T102","L","0212P","","NY","F","11","E 33rd St","",0,408,"h1","","YYYYY","0700A","0700P","WHITE",NA,2012,"144-6183",0,"21 -","42-Exp. Muni-Mtr (Com. Mtr. Z)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2251050",7169475790,"14257LV","NY","COM","10/10/2013",19,"VAN","FORD","T",60810,23790,22870,88888888,113,113,113,330743,"T402","L","1133A","","Q","F","15723","Rockaway Blvd","",0,408,"c3","","YYYYYYY","","","BLUE",NA,0,"",0,"M -","19-No Stand (bus stop)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3641627",7307882541,"GN104","RI","PAS","12/23/2013",37,"4DSD","TOYOT","T",53490,41190,35990,88880988,102,102,102,356538,"T402","R","0548P","0534P","Q","F","81-61","Lefferts Blvd","",0,408,"h1","","Y","1000A","0700P","WHITE",NA,0,"402-3008",0,"G -","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2280281",7241868328,"DNC7760","NY","PAS","10/25/2013",14,"4DSD","NISSA","T",45890,7240,29807,20140130,111,111,111,356555,"T803","A","1021P","","Q","F","2518","Francis Lewis Blvd","",0,408,"c","","YYYYYYY","1000P","0500A","BLACK",NA,2013,"",0,"T -","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6556841",7125829776,"GKW1302","NY","PAS","04/21/2014",20,"SUBN","BMW","T",93250,40404,40404,20151117,84,84,84,357357,"T301","S","1258P","","K","F","388","Willoughby St","",0,408,"d","","YYYYYYY","","","BLACK",NA,2006,"",0,"03 3","20A-No Parking (Non-COM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2649115",4001991238,"XBDN12","NJ","PAS","10/10/2013",5,"TRK","FRUEH","V",0,0,0,0,NA,0,0,0,"","","0951A","","","","","SB 2ND AVE @ E 34TH","ST",0,1111,"C","T","","","","WHT",NA,2005,"",0,"","BUS LANE VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4541592",7985544835,"Y85BYF","NJ","PAS","01/10/2014",40,"SUBN","FORD","T",20640,16310,29890,88888888,5,5,5,358938,"T101","F","0405P","","NY","O","152","Forsyth St","",0,408,"e2","","YYYYYYY","","","BLACK",NA,0,"",7,"50 -","40-Fire Hydrant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3006211",1353728134,"FCP2210","NY","PAS","10/28/2013",38,"SUBN","FORD","T",0,0,0,20141103,122,122,303,351353,"T303","0000","0151P","","R","","","S/E EDISON ST","NEW DORP PL",0,408,"J6","","YYYYYYB","0900A","0500P","WHITE",0,2003,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8324748",7082518183,"GCV9448","NY","PAS","06/16/2014",37,"SUBN","TOYOT","T",26130,52120,21520,20141113,40,40,40,353015,"T201","D","1102A","1200P","BX","F","325","E 149th St","",0,408,"h1","","Y","0830A","0700P","WH",NA,2010,"202-5811",0,"09 2","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8879400",7612904380,"EGM1223","NY","PAS","06/11/2014",38,"SUBN","NISSA","T",7990,10940,11390,20160303,114,114,114,357767,"T401","F","0444P","","Q","F","51-10","31st Ave","",0,408,"h1","","Y","0830A","0700P","SILVE",NA,2014,"",0,"30-A","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6960344",7064159594,"AZ185E","NJ","PAS","04/22/2014",69,"VAN","FORD","T",25390,18150,18170,20140088,18,18,18,350310,"T106","C","0904A","","NY","F","610","Madison Ave","",0,408,"h1","","Y","0700A","0700P","WHITE",NA,0,"",0,"99 6","69-Failure to Disp Muni Recpt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100315",7024257817,"9857BC","FL","PAS","08/27/2013",21,"SUBN","FORD","T",26910,20020,8920,20140388,46,46,46,357708,"T201","M","0846A","","BX","F","300","E 175th St","",0,408,"d1","","Y  Y","0830A","1000A","SILVE",NA,0,"",0,"D -","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3039076",1360074193,"21722PC","NY","IRP","10/27/2013",47,"BUSQ","VA/HO","P",16410,25090,14010,20140430,7,7,7,925895,"0007","0000","0449P","","NY","F","143","DIVISION ST","",0,408,"C","","BBBBBBB","ALL","ALL","WHT",0,2007,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
