"","Summons.Number","Plate.ID","Registration.State","Plate.Type","Issue.Date","Violation.Code","Vehicle.Body.Type","Vehicle.Make","Issuing.Agency","Street.Code1","Street.Code2","Street.Code3","Vehicle.Expiration.Date","Violation.Location","Violation.Precinct","Issuer.Precinct","Issuer.Code","Issuer.Command","Issuer.Squad","Violation.Time","Time.First.Observed","Violation.County","Violation.In.Front.Of.Or.Opposite","House.Number","Street.Name","Intersecting.Street","Date.First.Observed","Law.Section","Sub.Division","Violation.Legal.Code","Days.Parking.In.Effect","From.Hours.In.Effect","To.Hours.In.Effect","Vehicle.Color","Unregistered.Vehicle.","Vehicle.Year","Meter.Number","Feet.From.Curb","Violation.Post.Code","Violation.Description","No.Standing.or.Stopping.Violation","Hydrant.Violation","Double.Parking.Violation","Latitude","Longitude","Community.Board","Community.Council","Census.Tract","BIN","BBL","NTA"
"377766",8042402284,"GEA6577","NY","PAS","06/27/2015",38,"SUBN","GMC","T",11710,35590,35610,20170201,24,24,24,353069,"T103","P","0914A","","NY","O","648","Amsterdam Ave","",0,408,"h1","","Y","0900A","0700P","WH","",2008,"",0,"CC1","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7945520",7625674800,"FZV2930","NY","PAS","03/02/2016",40,"SUBN","BMW","T",49630,0,0,20160717,76,76,76,330640,"T730","A","0942A","","K","I","W","Hicks St","40ft N/of Carroll St",0,408,"e2","","YYYYYYY","","","GY","",2016,"",3,"01 3","40-Fire Hydrant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9060123",8132015812,"ESX9018","NY","PAS","04/25/2016",40,"SUBN","CHEVR","T",0,0,0,20170712,45,45,45,362562,"T201","J","0256P","","BX","I","E","Barnes Ave","10ft N/of St Ouen St",0,408,"e2","","YYYYYYY","","","GY","",2008,"",0,"05 2","40-Fire Hydrant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8255893",1405402635,"GWM1203","NY","PAS","04/09/2016",21,"SUBN","FORD","S",69230,46630,74530,20170309,88,88,0,610363,"KN02","0000","0309A","","K","F","303","PARK AVE","",0,408,"D1","","BYBYBYB","0300A","0600A","GREY","0",1997,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6152302",7050412661,"6KPN385","CA","PAS","01/02/2016",14,"SUBN","NISSA","T",21520,26160,26190,20160088,40,40,40,345370,"T720","E","1013A","","BX","F","579","Courtlandt Ave","",0,408,"c","","YYYYYYY","","","GREY","",0,"",0,"C 62","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3118673",8039866054,"T636661C","NY","OMT","10/15/2015",31,"SUBN","GMC","T",34750,0,0,20160630,18,18,18,350401,"T106","A","0801A","","NY","I","S","W 49th St","90ft W/of 6th Ave",0,408,"l3","","YYYYY","0700A","0600P","BK","",2013,"",0,"B 17","31-No Stand (Com. Mtr. Zone)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5266746",4613700050,"FZV3675","NY","PAS","12/02/2015",36,"SUBN","VOLVO","V",10350,40404,40404,0,NA,0,0,0,"","","0846A","","","","","WB 4TH AVE @ 41ST ST","",0,1180,"B","T","","","","GY","",2010,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9198702",4005724838,"GKX4218","NY","PAS","04/14/2016",5,"4DSD","CHRYS","V",0,0,0,0,NA,0,0,0,"","","0426P","","","","","EB 125TH ST @ 5TH AV","E",0,1111,"C","T","","","","BK","",2007,"",0,"","BUS LANE VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3678137",8046624871,"25625JA","NY","COM","09/30/2015",38,"VAN","FORD","T",35210,13610,44990,20160228,20,20,20,356258,"T103","F","0941A","","NY","F","260","W 72nd St","",0,408,"h1","","Y","0900A","0700P","GREY","",2002,"",0,"47 7","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4110894",1400504685,"63052JM","NY","COM","10/30/2015",24,"DELV","GMC","P",0,0,0,0,17,17,504,342924,"T504","0000","0355P","","NY","","","E 43 ST","E/O 3 AVE",0,408,"E2","","YYYYYYB","0700A","0700P","BR","0",1988,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3773491",4612888960,"GMU1125","NY","PAS","11/16/2015",36,"2DSD","HONDA","V",0,0,0,0,NA,0,0,0,"","","1054A","","","","","SB KINGS HWY @ TILDE","N AVE",0,1180,"B","T","","","","BK","",1998,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9483565",8151027617,"GDW5333","NY","PAS","05/26/2016",21,"SUBN","HONDA","T",59330,57030,55430,20161219,90,90,90,354019,"T301","M","0907A","","K","F","93","Maujer St","",0,408,"d1","","Y  Y","0830A","1000A","BK","",2013,"",0,"A 31","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8213922",8271502141,"BKX4156","NY","PAS","03/01/2016",21,"SUBN","SUBAR","T",18730,10110,10010,20160303,19,19,19,355156,"T103","A","0917A","","NY","F","356","E 87th St","",0,408,"d1","","Y  Y","0900A","1030A","GR","",2015,"",0,"C 77","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1367202",1384276166,"EKJ2745","NY","PAS","07/26/2015",19,"SDN","PONTI","P",24690,36270,36290,20161030,28,28,28,933796,"0028","0000","0230A","","NY","F","310","LENOX AVE","",0,408,"D","","BBBBBBB","ALL","ALL","ORG","0",2008,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4361322",7327985785,"DLU2097","NY","PAS","11/22/2015",70,"4DSD","TOYOT","T",9840,24240,24290,20151113,109,109,109,341921,"T401","L","1246P","","Q","O","164-18","43rd Ave","",0,408,"j3","","YYYYYYY","","","GY","",2006,"",0,"A 41","70A-Reg. Sticker Expired (NYS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3587087",8027593116,"DER8532","MI","PAS","10/12/2015",38,"4DSD","ACURA","T",10410,17210,17230,20151288,6,6,6,330198,"T101","G","1049A","","NY","F","51","5th Ave","",0,408,"h1","","Y","0900A","1000P","WHITE","",0,"",0,"93 1","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3653178",8048110799,"15842MC","NY","COM","10/14/2015",38,"VAN","CHEVR","T",64290,8440,8590,88888888,114,114,114,357765,"T401","U","1039A","","Q","F","34-27","Steinway St","",0,408,"h1","","Y","0800A","0700P","WHITE","",2011,"",0,"52-A","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6794988",8268000430,"GQM4835","NY","PAS","02/07/2016",71,"SUBN","MAZDA","T",6480,8980,9030,88888888,66,66,66,357093,"T302","A","0826A","","K","O","4800","14th Ave","",0,408,"j6","","YYYYYYY","","","BLACK","",0,"",0,"01 3","71A-Insp Sticker Expired (NYS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2205691",8038670358,"29470MD","NY","COM","08/13/2015",69,"VAN","FORD","T",34210,10410,10510,20170331,13,13,13,361883,"T102","I","0523P","","NY","F","56","W 22nd St","",0,408,"h1","","YYYYY","0800A","0600P","WH","",2013,"",0,"E 17","69-Failure to Disp Muni Recpt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6359533",8048432675,"67149JU","NY","COM","01/07/2016",14,"VAN","MITSU","T",27790,18110,18130,88888888,17,17,17,347687,"T503","B1","0830A","","NY","F","450","Park Ave","",0,408,"c","","YYYYY","0700A","1000A","WHITE","",2005,"",0,"17 7","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8203190",8168004966,"D790295","IL","PAS","03/14/2016",21,"4DSD","VOLKS","T",7330,5430,5580,20160788,78,78,78,361831,"T302","B","1221P","","K","O","206","21st St","",0,408,"d1","","Y","1130A","0100P","WHITE","",0,"",0,"56 3","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5470259",7771367010,"DKS4634","TX","PAS","12/10/2015",14,"SUBN","MAZDA","T",70620,63820,74210,88880088,44,44,44,357069,"T201","N","0708A","","BX","O","950","University Ave","",0,408,"c","","YYYYY","0700A","0400P","BLUE","",0,"",0,"H 21","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5014607",7568960602,"VHB2905","VA","PAS","11/27/2015",37,"SUBN","FORD","T",20090,16410,14010,20160688,5,5,5,361367,"T101","F","1243P","1235P","NY","F","21A","Eldridge St","",0,408,"h1","","Y","0900A","0700P","BLACK","",0,"102-3178",0,"58 1","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1567032",7596082580,"2N56C","NY","OMT","08/06/2015",19,"TAXI","TOYOT","T",11110,0,0,20160228,14,14,14,351215,"T108","D","0406A","","NY","I","W","11th Ave","20ft S/of W 42nd St",0,408,"c3","","YYYYYYY","","","YW","",2012,"",0,"01 8","19-No Stand (bus stop)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9645821",4619798496,"483ZM2","MA","PAS","05/13/2016",36,"SD","ACURA","V",0,0,0,0,NA,0,0,0,"","","0850A","","QN","","","EB UNION TRPK @ CROS","S ISLAND PKWY",0,1180,"B","T","","","","","",2003,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1523526",7326776647,"838JBM","FL","PAS","08/19/2015",81,"SUBN","BMW","T",18450,10410,25390,20160288,19,19,19,352009,"T103","E","0802A","","NY","F","22","E 73rd St","",0,408,"C8","","","","","GREY","",0,"",0,"22 7","81-No STD Ex C,A&D Dec, 30 Mn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4542559",7921290449,"R27AVG","NJ","PAS","11/16/2015",31,"2DSD","NISSA","T",17830,10210,10110,88888888,17,17,17,353145,"T502","K","0148P","","NY","F","220","E 42nd St","",0,408,"l3","","Y","1000A","0400P","BLACK","",0,"",0,"01 6","31-No Stand (Com. Mtr. Zone)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275698",8003047080,"XU279K","NJ","PAS","07/08/2015",69,"2DSD","ME/BE","T",34630,10410,10510,20151088,14,14,14,345369,"T106","E","0715A","","NY","F","45","W 43rd St","",0,408,"h1","","YYYYY","0700A","0600P","BLACK","",0,"",0,"55 6","69-Failure to Disp Muni Recpt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4019174",8020523145,"HQ04600","OR","PAS","11/11/2015",66,"TRLR","NS/OT","T",53530,23930,24030,88880088,90,90,90,355141,"T802","B","0251A","","K","F","259","Johnson Ave","",0,408,"k4","","","","","GREEN","",0,"",0,"S 31","66-Detached Trailer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9708615",7061530133,"74964JA","NY","COM","05/04/2016",42,"VAN","FORD","T",17770,97740,10110,20180331,17,17,17,359628,"T106","N","0138P","","NY","F","247","E 39th St","",0,408,"h1","","Y","0700A","0700P","GY","",2007,"143-3253",0,"62 6","42-Exp. Muni-Mtr (Com. Mtr. Z)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5612604",8178001354,"33820BB","NY","OMR","12/07/2015",77,"BUS","BL/B","T",13880,36580,36630,20160228,67,67,67,356170,"T302","Y","0107P","","K","F","3901","Avenue D","",0,408,"m5","","","","","YW","",2009,"",0,"N 32","77-Parked Bus (exc desig area)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2348589",7000695559,"GNY1321","NY","PAS","08/28/2015",14,"SUBN","HYUND","T",47990,10390,10540,20160601,108,108,108,361818,"T401","G","0445P","","Q","F","46-26","Greenpoint Ave","",0,408,"c","","YYYYYYY","","","WH","",2005,"",0,"38 4","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9158350",8282508755,"42451MH","NY","COM","04/12/2016",16,"VAN","DODGE","T",32940,21790,11115,20171031,1,1,1,357360,"T105","E","0208P","0136P","NY","F","101","Warren St","",20160412,408,"k2","","YYYYY","0700A","0600P","WH","",2015,"",0,"081","16-No Std (Com Veh) Com Plate",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8338689",4618827944,"JBV794","SC","PAS","04/18/2016",36,"2S","FORD","V",0,0,0,0,NA,0,0,0,"","","1257P","","","","","NB ADAM CLAYTN PWL J","R BV W147 ST - W151",0,1180,"B","T","","","","","",1993,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2504996",7986743554,"GEG7716","NY","PAS","09/24/2015",16,"SUBN","FORD","T",10010,18510,18530,20170131,19,19,19,361782,"T103","I","1214P","","NY","O","1464","1st Ave","",0,408,"k2","","YYYYY","0700A","0100P","BLACK","",2013,"",0,"61 7","16A-No Std (Com Veh) Non-COM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"689493",7698728651,"CTC1048","NY","PAS","07/13/2015",21,"SUBN","HONDA","T",86530,5430,5580,20151130,78,78,78,347654,"T302","A","1157A","","K","O","676","Union St","",0,408,"d1","","Y","1130A","0100P","BK","",2004,"",0,"58 3","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9751338",7394278669,"71002JZ","NY","COM","04/29/2016",40,"STAK","MITSU","T",29320,24020,61720,20180430,52,52,52,362566,"T201","K","0252P","","BX","O","85","E Gun Hill Rd","",0,408,"e2","","YYYYYYY","","","WH","",2007,"",0,"32 2","40-Fire Hydrant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4766450",8129001007,"Z85EWH","NJ","PAS","11/21/2015",19,"4DSD","NISSA","T",52120,26850,26880,88888888,44,44,44,358860,"T801","A","0248A","","BX","F","1704","Morris Ave","",0,408,"c3","","YYYYYYY","","","SILVE","",0,"",0,"G 21","19-No Stand (bus stop)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5095943",8032149170,"JDX2077","PA","PAS","12/24/2015",21,"4DSD","SUBAR","T",35670,44990,10440,20151288,24,24,24,361091,"T103","H","1150A","","NY","O","336","W 95th St","",0,408,"d1","","Y  Y","1130A","0100P","BLACK","",0,"",0,"45 7","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9008769",8042942825,"FYX4438","NY","PAS","04/13/2016",46,"SUBN","NISSA","T",26040,41700,9690,20160829,111,111,111,340066,"T401","M","0818A","","Q","F","40-03","204th St","",0,408,"f1","","","","","TN","",0,"",0,"X 41","46A-Double Parking (Non-COM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7677640",4616516145,"BCR5170","NY","PAS","02/25/2016",36,"4DSD","TOYOT","V",0,0,0,0,NA,0,0,0,"","","0904A","","","","","EB ATLANTIC AVE @ NE","W YORK AVE",0,1180,"B","T","","","","GY","",2004,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5081190",7913756275,"GXE9787","NY","PAS","12/23/2015",14,"SUBN","CHRYS","T",14710,0,0,20170317,1,1,1,361083,"T105","E","0113P","","NY","I","S","Chambers St","20ft W/of Broadway",0,408,"c","","YYYYYYY","","","GY","",2014,"",0,"084","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2646511",8028010374,"XAWL54","NJ","PAS","09/25/2015",42,"VAN","CHEVR","T",17630,25390,27790,88880088,14,14,14,361899,"T102","K","0151P","","NY","O","34","E 32nd St","",0,408,"h1","","YYYYY","0800A","0600P","WHITE","",0,"144-3355",0,"99 6","42-Exp. Muni-Mtr (Com. Mtr. Z)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6481493",4616365817,"GJB3221","NY","PAS","02/22/2016",36,"4DSD","TOYOT","V",0,0,0,0,NA,0,0,0,"","","0851A","","","","","WB UNION TRPK @ 213T","H ST",0,1180,"B","T","","","","GR","",2013,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8179129",8101004373,"83478MA","NY","COM","03/22/2016",42,"VAN","FORD","T",17950,10410,25390,20170228,18,18,18,351207,"T106","M","1114A","","NY","F","18","E 48th St","",0,408,"h1","","YYYYY","0700A","0600P","BR","",2011,"143-3185",0,"67 6","42-Exp. Muni-Mtr (Com. Mtr. Z)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2640699",8024139054,"A9350K","NJ","PAS","09/18/2015",38,"TRAC","VOLVO","T",61890,48495,67290,88888888,104,104,104,361875,"T401","R","0355P","","Q","F","920","Seneca Ave","",0,408,"h1","","Y","0800A","0700P","GREEN","",0,"",0,"69","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8177041",8139502900,"29413PC","NY","COM","03/28/2016",71,"DELV","VOLVO","T",0,0,0,88888888,43,43,43,351877,"T202","G","1000A","","BX","I","N","E Tremont Ave","75ft E/of Van Nest A",0,408,"j6","","YYYYYYY","","","OTHER","",0,"",0,"14 2","71A-Insp Sticker Expired (NYS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5694425",4615039360,"GAR1988","NY","PAS","01/08/2016",36,"4DSD","ACURA","V",0,0,0,0,NA,0,0,0,"","","0338P","","","","","EB HILLSIDE AVE @ MA","NOR RD",0,1180,"B","T","","","","BK","",2003,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6445779",4005457861,"GZX6926","NY","PAS","01/21/2016",5,"SUBN","FORD","V",0,0,0,0,NA,0,0,0,"","","0612P","","","","","NB ROGERS AVE @ LIND","EN BLVD",0,1111,"C","T","","","","GY","",2004,"",0,"","BUS LANE VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7098694",8028495590,"92462MH","NY","COM","02/19/2016",84,"REFG","KENWO","T",10610,34530,34550,20170228,14,14,14,351202,"T106","M","1047A","","NY","O","525","7th Ave","",0,408,"k7","","","","","WH","",2016,"",0,"66 6","84-Platform lifts in low posit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3314779",5088756598,"522XSN","FL","PAS","10/06/2015",7,"UT","ME/BE","V",0,0,0,0,NA,0,0,0,"","","1246P","","","","","HORACE HARDING EXPWY","(W/B) @ 159TH ST",0,1111,"D","T","","","","WHI","",1999,"",0,"","FAILURE TO STOP AT RED LIGHT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10530740",8197532394,"FXY4574","NY","PAS","06/14/2016",37,"4DSD","CHEVR","T",40390,50990,35780,20160624,108,108,108,357323,"T401","N","0251P","0115P","Q","O","5","Court Sq","",0,408,"h1","","Y","0900A","0400P","GY","",2003,"415-2072",0,"E 41","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6755799",8071504208,"W22FNX","NJ","PAS","02/05/2016",16,"SUBN","CHEVR","T",18290,10010,45590,88888888,19,19,19,362172,"T103","T","0437P","","NY","F","402","E 65th St","",0,408,"k2","","YYYYY","0800A","0600P","SILVE","",0,"",0,"02 7","16A-No Std (Com Veh) Non-COM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4095636",1399115595,"X76EFS","NJ","PAS","10/20/2015",21,"SUBN","TOYOT","S",36610,15910,11710,0,30,30,0,667944,"MN09","0000","1206P","","NY","F","458","W 142ND ST","",0,408,"D1","","BYBBYBB","1130A","0100P","GRAY","0",0,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1709499",1384958290,"M50FRV","NJ","PAS","07/16/2015",67,"SDN","HYUND","P",0,0,0,0,105,105,105,917655,"0105","0000","1110A","","Q","","","N/W C/O 77 AVE","267 ST",0,408,"F7","","BBBBBBB","ALL","ALL","BLK","0",0,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"133013",7065919717,"GDM8224","NY","PAS","07/09/2015",21,"SUBN","JEEP","T",10580,7430,81830,20170116,62,62,62,349535,"T302","Q","1158A","","K","F","2327","80th St","",0,408,"d1","","Y","1130A","0100P","GY","",2013,"",0,"W 32","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6799411",1385125469,"2066177","ME","PAS","01/21/2015",66,"TRAI","","P",72520,25920,65920,0,40,40,40,956742,"0040","0000","0253A","","BX","F","359","WALES AVE","",0,408,"J6","","BBBBBBB","ALL","ALL","GRY","0",0,"-",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3392030",7357416914,"47512MC","NY","COM","10/21/2015",14,"VAN","ISUZU","T",18750,0,0,20151231,19,19,19,355639,"T103","L","0151P","","NY","I","N","E 88th St","60ft E/of 3rd Ave",0,408,"c","","YYYYYYY","","","WH","",2013,"",0,"CC1","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6654211",7799049560,"GYU8357","NY","PAS","02/10/2016",71,"4DSD","BMW","T",72230,27530,29830,20170806,76,76,76,361068,"T302","G","0115P","","K","O","266","President St","",0,408,"j6","","YYYYYYY","","","BLACK","",2003,"",0,"55 3","71A-Insp Sticker Expired (NYS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5113035",8042440352,"QUANTUCK","NY","SRF","11/30/2015",37,"CONV","BMW","T",18470,10410,25390,20171112,19,19,19,353069,"T103","P","0113P","0107P","NY","F","20","E 74th St","",0,408,"h1","","Y","0900A","0700P","WHITE","",2011,"118-3067",0,"16 7","37-Expired Muni Meter",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5860413",7699175785,"HCM7595","NY","PAS","01/08/2016",21,"SUBN","TOYOT","T",72230,54070,12130,20171231,71,71,71,356956,"T302","G","1134A","","K","F","1444","President St","",0,408,"d1","","Y","1100A","1230A","GR","",2005,"",0,"35 3","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6631999",7659489355,"N46DRC","NJ","PAS","01/30/2016",31,"4DSD","BMW","T",15710,35650,35670,88888888,24,24,24,355672,"T103","Q","1201P","","NY","O","700","Columbus Ave","",0,408,"l3","","Y","0700A","0100P","RED","",0,"",0,"32 7","31-No Stand (Com. Mtr. Zone)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9696483",7036234337,"DHW9382","NY","PAS","05/13/2016",16,"2DSD","TOYOT","T",19250,10110,10010,20170809,23,23,23,355218,"T103","A","0847A","","NY","F","341","E 115th St","",0,408,"k2","","Y","0700A","0600P","GY","",2003,"",0,"E 77","16A-No Std (Com Veh) Non-COM",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7581229",8188532320,"GLH7654","NY","PAS","03/17/2016",21,"SUBN","CHEVR","T",67530,44430,13980,20171107,70,70,70,358575,"T302","Q","0925A","","K","F","1222","Ocean Ave","",0,408,"d1","","Y  Y","0830A","1000A","WH","",2012,"",0,"R 32","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7670144",4005608826,"ETN1878","NY","PAS","03/10/2016",5,"SUBN","SUBAR","V",0,0,0,0,NA,0,0,0,"","","0625P","","","","","EB ARCHER AVE @ GUY","R BREWER BLVD",0,1111,"C","T","","","","BL","",2013,"",0,"","BUS LANE VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5640742",1402445325,"HCD9847","NY","PAS","12/28/2015",40,"SDN","TOYOT","P",27284,35780,52870,20170915,108,108,105,932685,"0105","0000","0355P","","Q","F","70-56","260 ST","",0,408,"C3","","BBBBBBB","ALL","ALL","GRAY","0",2016,"-",12,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4994177",7495516434,"GGH6722","NY","PAS","12/12/2015",14,"SUBN","CHRYS","T",23290,29290,61390,20170501,109,109,109,355659,"T401","M","0638A","","Q","O","41-57","150th St","",0,408,"c","","YYYYYYY","","","BLACK","",2003,"",0,"B 41","14-No Standing",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1736868",4608936566,"GYU7405","NY","PAS","07/30/2015",36,"4DSD","AUDI","V",0,0,0,0,NA,0,0,0,"","","0520P","","","","","WB GOETHALS RD N @ J","ULES DR",0,1180,"B","T","","","","BK","",2006,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1735752",4608962462,"VER6831","VA","PAS","08/03/2015",36,"4D","FORD","V",0,0,0,0,NA,0,0,0,"","","0927A","","","","","SB SHORE RD @ 83RD S","T",0,1180,"B","T","","","","SIL","",2015,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234913",7757594984,"GKE4872","NY","PAS","07/06/2015",38,"SUBN","NISSA","T",53790,20740,20840,20151017,106,106,106,353451,"T402","B","0239P","","Q","F","114-20","Liberty Ave","",0,408,"h1","","Y","0900A","0700P","GREY","",2008,"",0,"24 4","38-Failure to Display Muni Rec",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1033404",8048718273,"GXG4287","NY","PAS","09/22/2015",21,"4DSD","HYUND","T",36750,10610,10810,20170428,32,32,32,333386,"T103","B","0840A","","NY","F","200","W 149th St","",0,408,"d1","","Y  Y","0830A","1000A","GY","",2004,"",0,"L 77","21-No Parking (street clean)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4504730",7773452477,"XAMR12","NJ","PAS","11/23/2015",50,"DELV","FRUEH","T",0,0,0,88888888,46,46,46,340075,"T201","D","0952A","","BX","I","N","E 184th St","000ft W/of Morris Av",0,408,"e5","","","","","WHITE","",0,"",0,"02 2","50-Crosswalk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2914506",7013381070,"T669086C","NY","OMT","10/09/2015",71,"SUBN","CHEVR","T",18890,10210,10110,20160131,19,19,19,355325,"T103","CC","1047A","","NY","F","204","E 96th St","",0,408,"j6","","YYYYYYY","","","BK","",2015,"",0,"CC1","71A-Insp Sticker Expired (NYS)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5547440",8041741034,"43429JZ","NY","COM","12/28/2015",10,"DELV","INTER","T",10010,18470,18490,20160731,19,19,19,359608,"T103","CC","1053A","","NY","F","1437","1st Ave","",0,408,"b","","YYYYYYY","","","WHITE","",2002,"",0,"56 7","10-No Stopping",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3798477",5089152226,"GRM8435","NY","PAS","10/29/2015",7,"4DSD","ME/BE","V",0,0,0,0,NA,0,0,0,"","","0731P","","","","","HOWARD AVE (N/B) @ E","NEW YORK AVE",0,1111,"D","T","","","","BK","",2003,"",0,"","FAILURE TO STOP AT RED LIGHT",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"635652",7506679668,"DWU9947","NY","PAS","07/17/2015",20,"SUBN","LEXUS","T",31830,5280,5430,20150727,84,84,84,358160,"T301","N","0940A","","K","F","314","Dean St","",0,408,"d","","YYYYY","0700A","0700P","WHITE","",2015,"",0,"03 3","20A-No Parking (Non-COM)",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
