"","Summons.Number","Plate.ID","Registration.State","Plate.Type","Issue.Date","Violation.Code","Vehicle.Body.Type","Vehicle.Make","Issuing.Agency","Street.Code1","Street.Code2","Street.Code3","Vehicle.Expiration.Date","Violation.Location","Violation.Precinct","Issuer.Precinct","Issuer.Code","Issuer.Command","Issuer.Squad","Violation.Time","Time.First.Observed","Violation.County","Violation.In.Front.Of.Or.Opposite","House.Number","Street.Name","Intersecting.Street","Date.First.Observed","Law.Section","Sub.Division","Violation.Legal.Code","Days.Parking.In.Effect","From.Hours.In.Effect","To.Hours.In.Effect","Vehicle.Color","Unregistered.Vehicle.","Vehicle.Year","Meter.Number","Feet.From.Curb","Violation.Post.Code","Violation.Description","No.Standing.or.Stopping.Violation","Hydrant.Violation","Double.Parking.Violation","Latitude","Longitude","Community.Board","Community.Council","Census.Tract","BIN","BBL","NTA"
"3160700",7175993328,"WW888168","NY","SRF","01/20/2015",37,"2DSD","BMW","T",20190,21690,13810,"01/01/20160921 12:00:00 PM",5,5,5,355323,"T101","G","0135P","0124P","NY","F","126","Elizabeth St","","01/05/0001 12:00:00 PM",408,"h1","","Y","0900A","0700P","GY",NA,1987,"357-9548",0,"40 1","37-Expired Muni Meter","","","",NA,NA,NA,NA,NA,NA,NA,NA
"11069143",8003620960,"614RM1","MA","PAS","08/20/2014",38,"SUBN","TOYOT","T",29490,16890,50890,"01/01/20140188 12:00:00 PM",110,110,110,357772,"T401","B","0823A","","Q","F","81-34","Baxter Ave","","01/05/0001 12:00:00 PM",408,"h1","","Y","0800A","0700P","TAN",NA,0,"",0,"10 4","38-Failure to Display Muni Rec","","","",NA,NA,NA,NA,NA,NA,NA,NA
"6029308",7968256150,"GNN7120","NY","PAS","11/21/2014",20,"2DSD","CHEVR","T",36010,10610,10810,"01/01/20161022 12:00:00 PM",32,32,32,330076,"T103","AA","0709A","","NY","O","232","W 112th St","","01/05/0001 12:00:00 PM",408,"d","","YYYYY","0700A","0400P","BLACK",NA,2013,"",0,"L 77","20A-No Parking (Non-COM)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"3500700",1376229122,"GNK9513","NY","PAS","10/26/2014",20,"SUBN","DODGE","X",0,40404,40404,"01/01/20160305 12:00:00 PM",83,83,83,940961,"0083","0000","0942A","","K","F","831","KINICKERBOCKER AVE","","01/05/0001 12:00:00 PM",408,"C3","","BBBBBBB","ALL","ALL","GREY",0,2013,"-",0,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA
"7735827",1379341760,"XAUE86","NJ","PAS","12/19/2014",46,"TRUC","NISSA","P",86630,56230,26230,"01/05/0001 12:00:00 PM",67,67,67,950767,"0067","0000","1209P","","K","F","837","UTICA AVE","","01/05/0001 12:00:00 PM",408,"F1","","BBBBBBB","ALL","ALL","WHITE",0,0,"-",0,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA
"4143134",7282231497,"FFP9302","NY","PAS","08/09/2014",38,"SUBN","DODGE","T",22680,22030,22080,"01/01/20141207 12:00:00 PM",61,61,61,356273,"T302","N","0829A","","K","F","606","Brighton Beach Ave","","01/05/0001 12:00:00 PM",408,"h1","","Y","0800A","0700P","GL",NA,2005,"",0,"41 3","38-Failure to Display Muni Rec","","","",NA,NA,NA,NA,NA,NA,NA,NA
"8768842",7662195648,"AM871N","NJ","PAS","10/07/2014",14,"REFG","INTER","T",15710,35470,35490,"01/01/88888888 12:00:00 PM",20,20,20,351997,"T103","A","0716A","","NY","F","520","Columbus Ave","","01/05/0001 12:00:00 PM",408,"c","","YYYYY","0700A","1000A","GREEN",NA,0,"",0,"H 77","14-No Standing","","","",NA,NA,NA,NA,NA,NA,NA,NA
"62444",7908766298,"WRR3774","VA","PAS","08/17/2014",14,"4DSD","CHEVR","T",34850,10410,10510,"01/01/88880088 12:00:00 PM",18,18,18,358214,"T106","C","1258P","","NY","O","43","W 54th St","","01/05/0001 12:00:00 PM",408,"c","","YYYYYYY","","","GREY",NA,0,"",0,"99 6","14-No Standing","","","",NA,NA,NA,NA,NA,NA,NA,NA
"3698867",1371603315,"GKB9802","NY","PAS","11/12/2014",71,"SDN","BUCK","P",12700,27262,54120,"01/01/20150926 12:00:00 PM",111,111,111,925353,"0111","0000","0104A","","Q","F","255-04","61 AVE","","01/05/0001 12:00:00 PM",408,"E3","","BBBBBBB","ALL","ALL","GRY",0,2014,"-",0,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA
"11560071",7840909218,"AN244K","NJ","PAS","06/18/2015",14,"DELV","INTER","T",34070,10910,10065,"01/01/88888888 12:00:00 PM",10,10,10,351268,"T502","J","0719A","","NY","O","450","W 15th St","","01/05/0001 12:00:00 PM",408,"c","","YYYYYYY","","","WHITE",NA,0,"",0,"03 6","14-No Standing","","","",NA,NA,NA,NA,NA,NA,NA,NA
"1613086",8004166933,"GUV2461","NY","PAS","01/25/2015",71,"SUBN","GMC","T",84330,95035,18630,"01/01/20170112 12:00:00 PM",94,94,94,361334,"T301","S","0154P","","K","F","110","Taylor St","","01/05/0001 12:00:00 PM",408,"j6","","YYYYYYY","","","GY",NA,2004,"",0,"C 31","71A-Insp Sticker Expired (NYS)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"194353",7622668254,"28065JR","NY","COM","12/18/2014",37,"PICK","FORD","T",24890,18630,18650,"01/01/20160630 12:00:00 PM",19,19,19,361348,"T103","I","1215P","1152A","NY","F","1219","Lexington Ave","","01/01/20141218 12:00:00 PM",408,"h1","","YYYYY","1000A","0700P","WH",NA,2004,"119-4765",0,"C 77","37-Expired Muni Meter","","","",NA,NA,NA,NA,NA,NA,NA,NA
"9223318",7686715681,"FGE6979","NY","PAS","12/30/2014",46,"SUBN","HONDA","T",19120,18520,22240,"01/01/20141216 12:00:00 PM",43,43,43,361107,"T202","Q","1101A","","BX","F","2211","Chatterton Ave","","01/05/0001 12:00:00 PM",408,"f1","","","","","MR",NA,2009,"",0,"22P","46A-Double Parking (Non-COM)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"7089733",4607251185,"GGF2213","NY","PAS","05/18/2015",36,"SUBN","DODGE","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","0934A","","","","","NB KINGS HWY @ E 94T","H ST","01/05/0001 12:00:00 PM",1180,"B","T","","","","GY",NA,2003,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION","","","",NA,NA,NA,NA,NA,NA,NA,NA
"8114729",4605544288,"881RB1","MA","PAS","03/10/2015",36,"SEDA","CHRYS","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","1059A","","","","","NB 164TH ST @ 71ST A","VE","01/05/0001 12:00:00 PM",1180,"B","T","","","","BLUE",NA,2014,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION","","","",NA,NA,NA,NA,NA,NA,NA,NA
"5517371",7994767242,"51683MG","NY","COM","05/06/2015",38,"VAN","FORD","T",13610,36610,36630,"01/01/20160228 12:00:00 PM",30,30,30,361366,"T103","I","1026A","","NY","O","3488","Broadway","","01/05/0001 12:00:00 PM",408,"h1","","Y","0900A","0700P","WHITE",NA,2014,"",0,"39 7","38-Failure to Display Muni Rec","","","",NA,NA,NA,NA,NA,NA,NA,NA
"10737368",8023404192,"GJP6066","NY","PAS","01/26/2015",38,"4DSD","BMW","T",5780,72230,24830,"01/01/20150730 12:00:00 PM",78,78,78,361355,"T302","O","1257P","","K","F","122","7th Ave","","01/05/0001 12:00:00 PM",408,"h1","","Y","0800A","0700P","BK",NA,2013,"",0,"59 3","38-Failure to Display Muni Rec","","","",NA,NA,NA,NA,NA,NA,NA,NA
"5479907",7131490210,"26226JV","NY","COM","12/30/2014",69,"VAN","FORD","T",34930,10510,10610,"01/01/20160331 12:00:00 PM",18,18,18,354150,"T106","E","0905A","","NY","F","135","W 58th St","","01/05/0001 12:00:00 PM",408,"h1","","Y","","","SILVE",NA,2006,"",0,"46 6","69-Failure to Disp Muni Recpt","","","",NA,NA,NA,NA,NA,NA,NA,NA
"9837630",7865144817,"0055VGD","DP","PAS","10/11/2014",38,"SUBN","NISSA","T",13610,34470,34490,"01/01/20140088 12:00:00 PM",14,14,14,331829,"T106","GP","0133P","","NY","F","1350","Broadway","","01/05/0001 12:00:00 PM",408,"h1","","Y","0800A","1200A","BLACK",NA,0,"",0,"99 6","38-Failure to Display Muni Rec","","","",NA,NA,NA,NA,NA,NA,NA,NA
"896779",7721488205,"GGY9344","NY","PAS","03/03/2015",38,"4DSD","NISSA","T",18910,25390,25985,"01/01/20150619 12:00:00 PM",23,23,23,353069,"T103","P","1109A","","NY","O","51","E 97th St","","01/05/0001 12:00:00 PM",408,"h1","","Y","0900A","0700P","BK",NA,2012,"",0,"CC1","38-Failure to Display Muni Rec","","","",NA,NA,NA,NA,NA,NA,NA,NA
"3227812",7637022456,"62613JM","NY","COM","06/02/2015",14,"DELV","INTER","T",21090,0,0,"01/01/88888888 12:00:00 PM",1,1,1,356255,"T105","H","1005A","","NY","I","E","Front St","60ft N/of Pine St","01/05/0001 12:00:00 PM",408,"c","","YYYYYYY","","","BROWN",NA,1997,"",0,"067","14-No Standing","","","",NA,NA,NA,NA,NA,NA,NA,NA
"3316110",7075118249,"4076CZ","CT","COM","02/26/2015",38,"4DSD","VOLKS","T",12810,26790,26990,"01/01/20150088 12:00:00 PM",5,5,5,356512,"T105","E","0531P","","NY","F","84","Bayard St","","01/05/0001 12:00:00 PM",408,"h1","","Y","0800A","1000P","SILVE",NA,0,"",0,"096","38-Failure to Display Muni Rec","","","",NA,NA,NA,NA,NA,NA,NA,NA
"2347432",7577949760,"85387MB","NY","COM","09/10/2014",14,"REFG","HINO","T",18050,10110,10010,"01/01/20141130 12:00:00 PM",17,17,17,353070,"T503","E1","0223P","","NY","F","317","E 53rd St","","01/05/0001 12:00:00 PM",408,"c","","YYYYYYY","","","WH",NA,2011,"",0,"CC1","14-No Standing","","","",NA,NA,NA,NA,NA,NA,NA,NA
"11548770",7329144680,"19235MC","NY","COM","05/12/2015",37,"SUBN","GMC","T",64290,37290,8440,"01/01/20160520 12:00:00 PM",114,114,114,357319,"T401","I","0149P","0121P","Q","F","32-25","Steinway St","","01/05/0001 12:00:00 PM",408,"h1","","Y","0800A","0700P","OTHER",NA,1988,"407-8573",0,"24-P","37-Expired Muni Meter","","","",NA,NA,NA,NA,NA,NA,NA,NA
"1400695",7646336828,"FHP7798","NY","PAS","11/19/2014",21,"4DSD","MITSU","T",16420,58420,30120,"01/01/20150219 12:00:00 PM",45,45,45,357686,"T202","O","0809A","","BX","F","2879","Buhre Ave","","01/05/0001 12:00:00 PM",408,"d1","","Y","0800A","0830A","GY",NA,2007,"",0,"D 22","21-No Parking (street clean)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"1406063",7029854202,"FDC6023","NY","PAS","01/15/2015",37,"4DSD","MAZDA","T",40930,26230,77930,"01/01/20160817 12:00:00 PM",70,70,70,361834,"T302","R","0442P","1219P","K","O","934","Flatbush Ave","","01/05/0001 12:00:00 PM",408,"h1","","YYYYY","1000A","0700P","WH",NA,2009,"324-9870",0,"08 3","37-Expired Muni Meter","","","",NA,NA,NA,NA,NA,NA,NA,NA
"8329978",1368914822,"CE43786","NC","PAS","09/23/2014",40,"SUBN","TOYOT","S",0,17030,0,"01/05/0001 12:00:00 PM",9,9,0,606954,"MN03","0000","1004A","","NY","F","","CORNER OF 2ND AVE","E 2ND","01/05/0001 12:00:00 PM",408,"D1","","BBBBBBB","ALL","ALL","WHITE",0,0,"-",0,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA
"3311482",7349572190,"41140JV","NY","COM","08/28/2014",14,"DELV","INTER","T",27790,18110,18130,"01/01/20140930 12:00:00 PM",17,17,17,347687,"T503","B1","0726A","","NY","F","450","Park Ave","","01/05/0001 12:00:00 PM",408,"c","","YYYYY","0700A","1000A","GY",NA,1987,"",0,"17 7","14-No Standing","","","",NA,NA,NA,NA,NA,NA,NA,NA
"10287670",7333969460,"F11EHU","NJ","PAS","10/08/2014",20,"SUBN","ME/BE","T",31190,0,0,"01/01/88888888 12:00:00 PM",34,34,34,355134,"T103","B","0619A","","NY","I","E","St Nicholas Ave","15ft S/of W 175th St","01/05/0001 12:00:00 PM",408,"d","","YYYYYYY","","","BLACK",NA,0,"",0,"CC3","20A-No Parking (Non-COM)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"6866119",5086161320,"GTD5026","NY","PAS","05/12/2015",7,"SUBN","ME/BE","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","1252P","","","","","QUEENS BLVD (E/B) @","39TH ST","01/05/0001 12:00:00 PM",1111,"D","T","","","","GY",NA,2015,"",0,"","FAILURE TO STOP AT RED LIGHT","","","",NA,NA,NA,NA,NA,NA,NA,NA
"10087316",7003827190,"T476796C","NY","OMT","03/04/2015",40,"4DSD","LINCO","T",6940,19040,19090,"01/01/20151231 12:00:00 PM",115,115,115,354099,"T401","L","0838A","","Q","F","97-01","23rd Ave","","01/05/0001 12:00:00 PM",408,"e2","","YYYYYYY","","","BK",NA,2009,"",0,"I 41","40-Fire Hydrant","","","",NA,NA,NA,NA,NA,NA,NA,NA
"6001830",8016285880,"FEN1450","NY","PAS","04/16/2015",16,"4DSD","BMW","T",24400,15590,21790,"01/01/20160906 12:00:00 PM",1,1,1,351929,"T105","N","0449P","","NY","F","57","Laight St","","01/05/0001 12:00:00 PM",408,"k2","","YYYYY","0800A","0600P","GY",NA,2013,"",0,"Y 99","16A-No Std (Com Veh) Non-COM","","","",NA,NA,NA,NA,NA,NA,NA,NA
"10255289",7783971532,"GKY3446","NY","PAS","12/15/2014",38,"SUBN","DODGE","T",28990,14740,14810,"01/01/20160311 12:00:00 PM",112,112,112,361362,"T401","P","0106P","","Q","O","70-10","Austin St","","01/05/0001 12:00:00 PM",408,"h1","","Y","0900A","0700P","WH",NA,1999,"",0,"55-A","38-Failure to Display Muni Rec","","","",NA,NA,NA,NA,NA,NA,NA,NA
"4252630",8007032435,"CMW6675","NY","PAS","03/09/2015",20,"SUBN","HONDA","T",14330,35330,35380,"01/01/20170303 12:00:00 PM",61,61,61,351343,"T302","A","0818A","","K","O","1215","Avenue O","","01/05/0001 12:00:00 PM",408,"d","","YYYYYYY","0700A","0400P","GREY",NA,2014,"",0,"25 3","20A-No Parking (Non-COM)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"1155816",8033512489,"GPH9377","NY","PAS","03/06/2015",71,"2DSD","DODGE","T",87250,0,0,"01/01/20160409 12:00:00 PM",75,75,75,337785,"T301","Y","1100A","","K","I","S","Vandalia Ave","40ft E/of Elton St","01/05/0001 12:00:00 PM",408,"j6","","YYYYYYY","","","BK",NA,2011,"",0,"W 31","71A-Insp Sticker Expired (NYS)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"11715175",1376932878,"87660KA","NY","COM","01/13/2015",45,"DELV","FORD","P",0,40404,40404,"01/01/20160831 12:00:00 PM",24,24,24,934560,"0024","0000","1118A","","NY","O","295","CENT PK W","","01/05/0001 12:00:00 PM",408,"E1","","BBBBBBB","ALL","ALL","WHITE",0,2003,"-",0,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA
"4101572",7553588866,"GYA9560","NY","PAS","05/20/2015",20,"SUBN","ACURA","T",34130,66730,66630,"01/01/20150521 12:00:00 PM",94,94,94,358133,"T301","G","0345P","","K","O","475","Driggs Ave","","01/05/0001 12:00:00 PM",408,"d","","YYYYY","0800A","0600P","WHITE",NA,2015,"",0,"17 3","20A-No Parking (Non-COM)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"10042902",7317557328,"GVA2891","NY","PAS","01/12/2015",21,"4DSD","NISSA","T",47620,26730,33720,"01/01/20161031 12:00:00 PM",42,42,42,359331,"T201","M","0936A","","BX","O","1365","Lyman Pl","","01/05/0001 12:00:00 PM",408,"d1","","Y  Y","0930A","1100A","BK",NA,2014,"",0,"G 21","21-No Parking (street clean)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"9857639",7013333244,"AN590X","NJ","PAS","01/02/2015",47,"DELV","VOLVO","T",18170,10410,25390,"01/01/88888888 12:00:00 PM",19,19,19,355325,"T103","CC","1027A","","NY","F","9","E 59th St","","01/05/0001 12:00:00 PM",408,"l2","","YYYYYYY","","","WHITE",NA,0,"",0,"55 7","47-Double PKG-Midtown","","","",NA,NA,NA,NA,NA,NA,NA,NA
"3640571",8017071255,"ZET5464","NY","ITP","01/23/2015",21,"4DSD","TOYOT","T",31830,54057,50930,"01/01/20150208 12:00:00 PM",77,77,77,347607,"T301","L","0819A","","K","F","2050","Dean St","","01/05/0001 12:00:00 PM",408,"d1","","Y  Y","0800A","0930A","BLACK",NA,1994,"",0,"I 31","21-No Parking (street clean)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"4927626",7898326623,"22237JW","NY","COM","08/02/2014",16,"REFG","ISUZU","T",34090,10065,11010,"01/01/20150331 12:00:00 PM",10,10,10,355050,"T102","A","0919A","0820A","NY","F","460","W 16th St","","01/01/20140802 12:00:00 PM",408,"k2","","YYYYYYY","","","WHITE",NA,2007,"",0,"A 17","16-No Std (Com Veh) Com Plate","","","",NA,NA,NA,NA,NA,NA,NA,NA
"6321754",4004341346,"GCF8269","NY","PAS","02/20/2015",5,"4DSD","MERCU","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","1144A","","","","","SB NOSTRAND AVE @ AV","E D","01/05/0001 12:00:00 PM",1111,"C","T","","","","GY",NA,2002,"",0,"","BUS LANE VIOLATION","","","",NA,NA,NA,NA,NA,NA,NA,NA
"3152248",8002426198,"37023MC","NY","COM","09/15/2014",14,"VAN","FORD","T",34570,10610,10810,"01/01/20141231 12:00:00 PM",14,14,14,345063,"T106","D","0821A","","NY","O","250","W 40th St","","01/05/0001 12:00:00 PM",408,"c","","Y","0700A","1000A","WH",NA,2012,"",0,"99 6","14-No Standing","","","",NA,NA,NA,NA,NA,NA,NA,NA
"2133612",1371248448,"89253JW","NY","COM","07/25/2014",78,"VAN","FORD","P",45290,15350,20880,"01/01/20151130 12:00:00 PM",1,1,1,949881,"0001","0000","0450A","","NY","F","52","WHITE ST","","01/05/0001 12:00:00 PM",408,"E3","","BBBBBBB","ALL","ALL","SILVE",0,2006,"-",0,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA
"60163",8022151580,"FJB2430","NY","PAS","02/09/2015",70,"4DSD","NISSA","T",77030,0,0,"01/01/20150126 12:00:00 PM",61,61,61,357335,"T302","Y","0241P","","K","I","N","Shore Pky","70ft W/of W 15th St","01/05/0001 12:00:00 PM",408,"j3","","YYYYYYY","","","GY",NA,2005,"",0,"15 3","70A-Reg. Sticker Expired (NYS)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"6285550",7426351488,"FPE8858","NY","PAS","03/19/2015",20,"SUBN","HONDA","T",25010,15350,13610,"01/01/20160712 12:00:00 PM",1,1,1,361353,"T105","D","0218P","","NY","F","56","Lispenard St","","01/05/0001 12:00:00 PM",408,"d","","YYYYY","0800A","0600P","GY",NA,2002,"",0,"081","20A-No Parking (Non-COM)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"2232134",1364260657,"7AH6472","MD","PAS","11/02/2014",19,"SUBN","MERCU","P",83330,58030,59530,"01/01/20150531 12:00:00 PM",79,79,79,944229,"0079","0000","1215A","","K","F","434","MARCUS GARVEY BLV","","01/05/0001 12:00:00 PM",408,"J6","","BBBBBBB","ALL","ALL","WHITE",0,2007,"-",0,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA
"9546440",7730305331,"GNY7953","NY","PAS","06/30/2015",37,"4DSD","HONDA","T",49130,67030,64830,"01/01/20160519 12:00:00 PM",79,79,79,361895,"T301","B","1041A","1017A","K","F","119","Herkimer St","","01/05/0001 12:00:00 PM",408,"h1","","Y","0830A","0700P","GY",NA,1998,"340-3009",0,"09 3","37-Expired Muni Meter","","","",NA,NA,NA,NA,NA,NA,NA,NA
"2006146",7355129314,"EWZ3201","NY","PAS","07/03/2014",19,"4DSD","TOYOT","T",18240,57790,8440,"01/01/20160228 12:00:00 PM",115,115,115,354032,"T401","M","0608A","","Q","O","33-45","90th St","","01/05/0001 12:00:00 PM",408,"c3","","YYYYYYY","","","BK",NA,2012,"",0,"E 41","19-No Stand (bus stop)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"3114382",8004184698,"62424JM","NY","COM","05/22/2015",51,"DELV","INTER","T",78130,48030,58730,"01/01/88888888 12:00:00 PM",94,94,94,361334,"T301","O","0344P","","K","F","283","S 1st St","","01/05/0001 12:00:00 PM",408,"e3","","","","","BROWN",NA,1997,"",0,"E 31","51-Sidewalk","","","",NA,NA,NA,NA,NA,NA,NA,NA
"6224462",1384599319,"GV44797","NY","PAS","06/18/2015",21,"SUBN","NISSA","S",50920,41720,52820,"01/01/20170130 12:00:00 PM",45,45,0,600318,"BX11","0000","0820A","","BX","F","2809","MIDDLETOWN ROAD","","01/05/0001 12:00:00 PM",408,"D1","","YYYYYYB","0800A","0830A","SILVE",0,2015,"-",0,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA
"10239425",7057437298,"35393MA","NY","COM","08/27/2014",69,"DELV","ISUZU","T",34310,10510,10610,"01/01/20150331 12:00:00 PM",13,13,13,355418,"T102","E","1225P","","NY","F","127","W 27th St","","01/05/0001 12:00:00 PM",408,"h1","","YYYYY","0800A","0600P","WHITE",NA,2011,"",0,"99 6","69-Failure to Disp Muni Recpt","","","",NA,NA,NA,NA,NA,NA,NA,NA
"1587378",1371822621,"GJN6966","NY","PAS","01/09/2015",38,"SUBN","NISSA","P",49690,24040,24090,"01/01/20150902 12:00:00 PM",103,103,103,956271,"0103","0000","0653P","","Q","F","160-06","HILLSIDE AVE","","01/05/0001 12:00:00 PM",408,"C3","","BBBBBBB","ALL","ALL","SILVR",0,2005,"-",0,"","","","","",NA,NA,NA,NA,NA,NA,NA,NA
"1811494",8003087200,"33713MB","NY","COM","12/17/2014",37,"VAN","CHEVR","T",10210,18820,18830,"01/01/20150731 12:00:00 PM",19,19,19,356261,"T103","E","0937A","0930A","NY","F","1658","3rd Ave","","01/01/20141217 12:00:00 PM",408,"h1","","Y","0800A","0700P","WH",NA,2009,"120-8038",0,"CC1","37-Expired Muni Meter","","","",NA,NA,NA,NA,NA,NA,NA,NA
"11386288",7314968779,"FJS4875","NY","PAS","03/16/2015",70,"SUBN","TOYOT","T",35630,14880,53210,"01/01/20150304 12:00:00 PM",61,61,61,361281,"T302","C","1135A","","K","F","2620","E 18th St","","01/05/0001 12:00:00 PM",408,"j3","","YYYYYYY","","","BK",NA,2011,"",0,"46 3","70A-Reg. Sticker Expired (NYS)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"2184740",7919997719,"GHM9174","NY","PAS","09/24/2014",14,"SUBN","NISSA","T",34670,0,0,"01/01/20150529 12:00:00 PM",18,18,18,355682,"T106","A","0955A","","NY","I","N","W 45th St","60ft E/of 6th Ave","01/05/0001 12:00:00 PM",408,"c","","YYYYYYY","","","GL",NA,2003,"",0,"D 17","14-No Standing","","","",NA,NA,NA,NA,NA,NA,NA,NA
"334565",7069893437,"EHR3447","NY","PAS","01/13/2015",21,"CONV","BMW","T",48830,5180,73130,"01/01/20160727 12:00:00 PM",78,78,78,357091,"T302","B","1152A","","K","O","604","Henry St","","01/05/0001 12:00:00 PM",408,"d1","","Y","1130A","0100P","GL",NA,1987,"",0,"51 3","21-No Parking (street clean)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"10090437",7803761586,"A251234","MD","PAS","03/07/2015",20,"4DSD","CHEVR","T",6480,9030,9080,"01/01/20150588 12:00:00 PM",66,66,66,353156,"T302","U","0259P","","K","O","4921","14th Ave","","01/05/0001 12:00:00 PM",408,"d","","YYYYYYY","","","SILVE",NA,0,"",0,"S 32","20A-No Parking (Non-COM)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"6001513",7461889667,"GSR3705","NY","PAS","10/17/2014",71,"SUBN","ROVER","T",20190,0,0,"01/01/20160819 12:00:00 PM",106,106,106,355098,"T402","G","0930A","","Q","I","E","108th St","50ft S/of Liberty Av","01/05/0001 12:00:00 PM",408,"j6","","","","","BK",NA,2010,"",0,"24 4","71-Insp. Sticker Missing (NYS","","","",NA,NA,NA,NA,NA,NA,NA,NA
"400246",8005813120,"A7812HY","TN","PAS","09/04/2014",14,"TRAC","VOLVO","T",49690,0,0,"01/01/20140288 12:00:00 PM",102,102,102,358619,"T402","P","0723P","","Q","I","S","Hillside Ave","20ft W/of 129th St","01/05/0001 12:00:00 PM",408,"c","","YYYYYYY","","","WHITE",NA,0,"",0,"O 42","14-No Standing","","","",NA,NA,NA,NA,NA,NA,NA,NA
"911159",7619713918,"16656GR","NY","AGR","01/31/2015",14,"REFG","MITSU","T",34910,10410,10510,"01/01/20151130 12:00:00 PM",18,18,18,345329,"T106","C","0721A","","NY","O","52","W 57th St","","01/05/0001 12:00:00 PM",408,"c","","Y","0700A","1000A","WH",NA,2010,"",0,"18 6","14-No Standing","","","",NA,NA,NA,NA,NA,NA,NA,NA
"10942948",7931902002,"2240649","IN","PAS","06/12/2015",84,"DELV","FRUEH","T",17250,32645,13610,"01/01/20150088 12:00:00 PM",6,6,6,359603,"T101","A","1004A","","NY","O","52","E 13th St","","01/05/0001 12:00:00 PM",408,"k7","","","","","BLACK",NA,0,"",0,"21 1","84-Platform lifts in low posit","","","",NA,NA,NA,NA,NA,NA,NA,NA
"11103023",7083338280,"1K28B","NY","OMT","01/23/2015",31,"TAXI","TOYOT","T",13610,30790,29290,"01/01/20150228 12:00:00 PM",5,5,5,361841,"T105","D","0205P","","NY","O","561","Broadway","","01/05/0001 12:00:00 PM",408,"l3","","YYYYY","0700A","0600P","YW",NA,2013,"",0,"093","31-No Stand (Com. Mtr. Zone)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"10369196",8003998554,"GRG7681","NY","PAS","01/14/2015",38,"SUBN","NISSA","T",13440,59990,19090,"01/01/20160505 12:00:00 PM",112,112,112,356318,"T401","J","0442P","","Q","O","97-11","64th Rd","","01/05/0001 12:00:00 PM",408,"h1","","Y","0830A","0700P","BK",NA,2014,"",0,"11-A","38-Failure to Display Muni Rec","","","",NA,NA,NA,NA,NA,NA,NA,NA
"2594179",7157783253,"T643821C","NY","OMT","12/12/2014",70,"4DSD","TOYOT","T",8790,8390,8540,"01/01/20141130 12:00:00 PM",114,114,114,361085,"T401","D","1203P","","Q","F","33-11","37th Ave","","01/05/0001 12:00:00 PM",408,"j3","","YYYYYYY","","","GY",NA,2011,"",0,"24-A","70A-Reg. Sticker Expired (NYS)","","","",NA,NA,NA,NA,NA,NA,NA,NA
"6877480",5086581709,"G24DZD","NJ","PAS","06/06/2015",7,"4 DR","HYUND","V",0,0,0,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","0135A","","","","","YORK AVE (N/B) @ E 7","9TH ST","01/05/0001 12:00:00 PM",1111,"D","T","","","","GY",NA,2014,"",0,"","FAILURE TO STOP AT RED LIGHT","","","",NA,NA,NA,NA,NA,NA,NA,NA
"7009987",4608191664,"EKW3901","NY","PAS","06/16/2015",36,"SUBN","AUDI","V",10210,40404,40404,"01/05/0001 12:00:00 PM",NA,0,0,0,"","","0339P","","","","","NB 3RD AVE @ 53RD ST","","01/05/0001 12:00:00 PM",1180,"B","T","","","","RD",NA,2002,"",0,"","PHTO SCHOOL ZN SPEED VIOLATION","","","",NA,NA,NA,NA,NA,NA,NA,NA
